number,old_definition,word,translation,definition,example_sentences,part_of_speech,collocations
806,中國古時天子以爵土分封與人的制度。秦併六國後廢其制。西歐以中世（第四世紀起至第十五世紀）為封建時代，當時的社會稱為「封建社會」。《左傳．僖公二十四年》：「昔周公弔二叔之不咸，故封建親戚以蕃屏周。」唐．柳宗元〈封建論〉：「封建者，必私其土，子其人。」,封建,"Feudal; A historical system in ancient China where land was granted by the emperor to nobles in exchange for loyalty and service. This system was abolished by the Qin dynasty after the unification of the six states. In Western Europe, the feudal era refers to the period from the 4th to the 15th century, characterized by a hierarchical social structure known as feudalism.",古時中國天子將土地和人民分封給親信，形成的制度。秦朝統一六國後廢除這種制度。西歐在中世紀（第四世紀至第十五世紀）也有類似的社會形態，稱為封建社會。,封建制度造成了階級的固化，讓普通百姓難以改變自己的命運。 / 在封建社會中，土地是權力的象徵，封建主對農民的剝削十分嚴重。 / 封建貴族經常利用權勢來壓迫平民，維護他們的利益。 / 封建思想深深根植於社會文化中，影響了人們的價值觀和行為方式。 / 對於改善社會不平等的問題，批判封建的陳舊觀念顯得尤為重要。 / 在封建制度下，個人的自由常常受到限制，使得人們無法追求自我實現。 / 封建社會的階層分明，讓人們在出生時就注定了自己的社會角色。  / 封建迷信在某些地區仍然存在，影響著人們的日常生活和決策。  / 透過推翻封建體制，社會開始迎來變革與現代化的曙光。  / 封建主義的延續，讓許多人對民主與平等的追求感到無比艱難。  / 隨著時代的發展，人們越來越意識到封建觀念需要被摒棄，以促進社會的進步。,n,封建社會 / 封建制度 / 封建主義 / 反對封建 / 批判封建 / 封建貴族 / 封建關係 / 封建思想 / 落後的封建 / 封建迷信
807,泛指水面的風與浪。[例]今天風浪很大，在海上作業的船隻要多加注意。,風浪,Waves and wind on the surface of the water; refers to the general conditions of wind and waves.,水面的風和浪。,今天的風浪太大，漁船不得不暫時停止出海。 / 即使海上風浪很大，老船長也能熟練地操控船隻安全返回港口。 / 在風浪中航行是一種挑戰，只有經驗豐富的水手才能應對。 / 軍艦在海上巡邏時，遇到的風浪讓巡邏任務變得更加艱難。 / 科學家們正在研究風浪對海洋生態系統的影響，以便更好地保護海洋環境。  / 風浪猛烈，海浪拍打著岸邊，讓人感受到大自然的力量。  / 在密閉的船艙內，乘客們感到風浪帶來的不安與揺晃。  / 船隻遇到風浪，船員們迅速檢查設備，確保安全。  / 學生們在課堂上學習如何辨識不同類型的風浪，以增強他們的海上知識。  / 漁民們經常根據天氣預報來判斷是否能夠應對即將來臨的風浪。  / 即便面對突如其來的風浪，觀光客們仍然堅持參加水上活動，體驗刺激與樂趣。,n,一場風浪 / 風浪太大 / 風浪影響 / 風浪猛烈 / 面對風浪 / 在風浪中 / 避免風浪 / 船隻遇到風浪 / 體驗風浪 / 航行於風浪中
807,比喻危險或突發的事情。[例]人生的旅途，處處有風浪。,風浪,A metaphor for danger or unexpected events.,比喻危險或突發的事情。,在人生的旅途中，我們常常會遇到各種風浪。 / 她在職場上遭遇重重風浪，但依然堅持自己的理想。 / 那次考試的失利讓我的信心受到一陣風浪的打擊。 / 在家庭關係中，遭遇風浪是正常的，重要的是如何面對和解決。 / 即使經歷了人生的各種風浪，他仍然相信明天會更好。 / 面對生活中的風浪，我們只有勇敢迎接，才能找到出路。 / 不管是學業還是工作，總會有風浪出現，讓人感到不安。 / 她在感情中經歷了幾次風浪，讓她學會了珍惜眼前的人。 / 每當我回想起過去的風浪，心中總是充滿了感激，因為那些經歷讓我成長。 / 渡過這些艱難的風浪後，他終於找到了屬於自己的平靜。 / 克服生活中的風浪，讓我更加堅定了追求夢想的決心。,n,一場風浪 / 面對風浪 / 經歷過風浪 / 渡過風浪 / 克服風浪 / 迎接風浪 / 生活中的風浪 / 人生的風浪 / 打擊風浪 / 戰勝風浪
808,銳利。[例]這把刀很鋒利，請小心使用。,鋒利,Sharp; having a thin edge or point that is capable of cutting or slicing.,銳利而容易傷物或人。,這把刀非常鋒利，不小心就會割傷手。 / 他的言辭像鋒利的刀一樣，揭露了問題的本質。 / 鋒利的風使得樹枝隨風搖擺得十分激烈。 / 鋒利的觀察力讓他在競爭中總是能夠洞察對手的弱點。 / 這位批評家的評論鋒利而尖銳，對這部電影的缺陷一針見血。 / 鋒利的思緒讓她在討論中總是能提出獨到的見解。 / 這幅畫的色彩運用如同鋒利的刀刃，讓人過目難忘。 / 他對問題的分析總是鋒利透徹，讓人佩服不已。 / 鋒利的智慧使她在商場如魚得水，總能把握機會。 / 在這場辯論中，他的論點鋒利而有力，成功說服了聽眾。 / 這本書中的鋒利觀點挑戰了傳統的思維方式，讓人深思。,vs-adj,一把鋒利的刀 / 鋒利的刀具 / 鋒利的目光 / 鋒利的見解 / 鋒利的思緒 / 鋒利的觀點 / 鋒利的批評 / 鋒利的觀察 / 鋒利的智慧 / 鋒利的聲音
808,比喻言詞尖銳有力。[例]他的言談一向鋒利，常叫人招架不住。,鋒利,Sharp and incisive; metaphorically describing words as pointed and forceful.,形容言詞尖銳有力，讓人難以抵擋。,他的鋒利的評論讓大家對這個話題有了更深刻的理解。 / 這位作家的小說雖然情節平凡，但鋒利的觀察讓人印象深刻。 / 在討論中，他鋒利的問題總是能挑戰對方的觀點。 / 當她用鋒利的語言批評這部電影時，許多人都感到無法反駁。 / 他那鋒利的思維能力，讓同事們對解決複雜問題有了新的啟發。 / 鋒利的分析幫助我們看到了這個議題的核心。 / 他的鋒利的反應使得辯論更加激烈，觀眾都屏息以待。 / 對於這個社會現象，她提出了鋒利的觀點，讓人們重新思考。 / 在面對批評時，他始終保持鋒利的自我反思，讓自己不斷進步。 / 她在會議上的鋒利的表達，讓參與者對項目的重要性有了更清楚的認識。 / 他的鋒利的分析讓團隊在短時間內找到了問題的根源。,vs-adj,鋒利的評論 / 鋒利的批評 / 鋒利的觀點 / 鋒利的語言 / 鋒利的思維 / 鋒利的分析 / 鋒利的問題 / 鋒利的反應 / 鋒利的談話 / 鋒利的表達
809,風度、品格。[例]名士風流,風流,Elegant and refined in demeanor and character; often associated with a cultured and sophisticated appearance.,指人的風度和品格，通常與優雅、洒脫有關。,他的風流才子形象吸引了許多女孩的關注。 / 在文學作品中，常常描寫風流人物的精彩生活。 / 這位畫家的作品展現了他獨特的風流氣質。 / 雖然他朋友眾多，但心中只有一位風流的女子。 / 在晚會上，他的風流舉止令眾人讚嘆不已。 / 他的風流舉止吸引了許多人的目光，讓人感受到他獨特的個性。 / 在這部電影中，男主角的風流談吐讓觀眾們印象深刻。 / 他的風流個性使得他在社交場合中總是成為焦點。 / 這位音樂家的旋律中透出一股風流的情懷，讓人陶醉其中。 / 每次他的風流故事被提起，總是引發一陣熱烈的討論。 / 在歷史中，那些風流名士的傳奇故事永遠流傳著。,n,名士的風流 / 風流的才子 / 風流的舉止 / 風流的風度 / 風流人物的特質 / 風流的行為 / 風流的性格 / 風流的氣質 / 聞名的風流 / 英俊的風流
809,風雅灑脫，不拘禮法。[例]風流倜儻,風流,"Elegant and dashing, free-spirited and not bound by social norms.",此詞形容人風雅而洒脫，不拘泥於禮法，通常帶有自信和魅力。,他在聚會上的風流舉止，吸引了許多人的目光。 / 這位風流詩人寫下的情詩，讓許多少女都心動不已。 / 他總是儘量展現風流風采，讓周圍的人都感受到他的魅力。 / 她的風流才華在文學界引起了廣泛的關注和讚譽。 / 他喜歡在咖啡館裡閱讀，享受著風流生活帶來的自由感。 / 古代的風流才子，常常以詩詞和才華贏得女性的青睞。 / 他的風流風度讓每一次社交場合都充滿了活力與樂趣。 / 在藝術展覽中，她的風流氣質讓每一幅作品都顯得更加動人。 / 他在旅途中分享的故事，總是帶著一種風流浪漫的色彩。 / 這位風流人物的冒險經歷，成為了年輕人心中追求自由的典範。 / 她的風流魅力使得每一個與她交談的人都感受到一種難以抗拒的吸引力。,vs-adj,風流才子 / 風流人物 / 風流詩人 / 風流生活 / 風流舉止 / 風流風度 / 風流魅力 / 風流才華 / 風流思想 / 風流風采
809,形容人貪好美色，放蕩輕浮。[例]風流成性,風流,Lustful and dissolute; referring to someone who is lecherous and superficial.,形容人喜好美色，行為放蕩輕浮。,他的舊朋友是個風流花心的男人，總是無法專一於一段感情。 / 在古代，許多文人都寫過風流的詩詞，描述了他們對美人愛慕的心情。 / 他的風流舉止讓不少人感到驚訝，但也有人欣賞他的魅力與自信。 / 她聽說過他的風流傳說，對這位魅力四射的男子充滿了好奇心與想像。 / 風流倜傥的男主角總是在浪漫電影中吸引女性的目光，讓人難以忘懷。 / 他的舊朋友是個風流花心的男人，總是無法專一於一段感情。 / 在古代，許多文人都寫過風流的詩詞，描述了他們對美人愛慕的心情。 / 他的風流舉止讓不少人感到驚訝，但也有人欣賞他的魅力與自信。 / 她聽說過他的風流傳說，對這位魅力四射的男子充滿了好奇心與想像。 / 風流倜傥的男主角總是在浪漫電影中吸引女性的目光，讓人難以忘懷。 / 他在社交場合中展現出的風流風度，讓許多人對他刮目相看。,vs-adj,風流的男子 / 風流的行為 / 風流人物 / 風流故事 / 風流的生活 / 風流戀情 / 風流的性格 / 風流與浪蕩 / 風流的風度 / 風流花心
809,涉及男女間情愛的。[例]風流韻事,風流,Involving romantic or amorous affairs; suggestive of flirtation or infidelity.,涉及男女之間情愛的行為和情感，通常帶有輕浮的意味。,他在社交場合中總是風流倜儻，吸引了不少目光。 / 雖然他的風流故事令人津津樂道，但他心中依然藏著不為人知的秘密。 / 人們常常對那位風流人物的過去感到好奇，想知道他究竟有多少段戀情。 / 她那些關於年輕時風流的回憶，時常讓朋友們聽得入迷。 / 他的風流韻事被傳得沸沸揚揚，讓許多人都對他刮目相看。 / 在文學作品中，經常出現那些風流倜儻的主角，讓人心向往之。 / 他總是以風流的舉止與才華，贏得了眾多女性的芳心。 / 雖然他表面上風流倜儻，實際上卻渴望著一份真摯的愛情。 / 她在聚會上的風流談吐，讓每個人都感受到她的魅力與智慧。 / 隨著時間的推移，那些風流的不羈故事，漸漸成為了他人生的一部分。 / 他的每段風流往事，都是一部精彩的劇情，讓人難以忘懷。,n,風流韻事 / 風流人物 / 風流行為 / 風流故事 / 風流情人 / 風流舉止 / 風流回憶 / 風流交往 / 不羈的風流 / 愛情與風流
810,富足、飽滿。[例]行囊豐滿、羽毛豐滿,豐滿,Plump; full and rich in content or resources.,富足而且飽滿。,這個農田經過細心耕耘，果實豐滿，讓農民都笑逐顏開。 / 鳥兒在春天時回到家鄉，妝點了樹梢，讓整個景象顯得更加豐滿。 / 這次旅行的經歷讓她的人生更加豐滿，充滿了各種美好的回憶。 / 老師鼓勵學生們探索新知識，讓他們的學習生活變得更加豐滿。 / 在這次志願服務中，她感受到了幫助別人所帶來的溫暖與喜悅，讓她的心靈更加豐滿。 / 生活豐滿的他，經常分享自己的故事，激勵周圍的人追求夢想。 / 隨著時間的推移，朋友之間的情感愈發豐滿，彼此的支持讓生活更加美好。 / 這本書的內容十分豐滿，讓讀者感受到知識的無窮魅力。 / 家庭聚會上，親友們的笑聲和美食交織在一起，營造出一個豐滿的氛圍。 / 她的畫作色彩艷麗，情感豐滿，讓每一幅作品都充滿了生命力。 / 這個社區的文化活動多彩多姿，讓居民的生活變得豐滿而有意義。,vs-adj,生活豐滿 / 心靈豐滿 / 收穫豐滿 / 情感豐滿 / 夢想豐滿 / 經驗豐滿 / 能量豐滿 / 內容豐滿 / 資源豐滿 / 食物豐滿
810,形容體態豐腴勻稱。,豐滿,Plump and well-proportioned.,形容體態豐腴勻稱，通常指身材圓潤而協調。,在這場時裝秀中， модели們展現了豐滿的曲線，挑戰了傳統的美學標準。 / 隨著年齡的增長，她的身材變得越來越豐滿，讓她的氣質更加迷人。 / 這幅畫作中的女性形象，展現出一種典雅而豐滿的美感，令人印象深刻。 / 他們的農場裡，水果都長得豐滿甜美，每一口都充滿了陽光的滋味。 / 她的聲音悠揚動人，醇厚而豐滿，讓每一首歌都充滿情感。 / 她的臉龐豐滿，展現出健康與活力，讓人感到親切。 / 這道菜色澤鮮豔，看起來豐滿美味，讓人食指大動。 / 隨著飲食的改善，她的體型越來越豐滿，散發著自信與魅力。 / 在這部電影中，主角的性格複雜而豐滿，讓觀眾感受到真實的人性。 / 這本小說中的角色設計豐滿，讓每個人物都栩栩如生，令人難以忘懷。 / 他的講話風格獨特而豐滿，讓每個故事都充滿了趣味和啟發。,vs-adj,豐滿的身材 / 豐滿的胸部 / 豐滿的曲線 / 豐滿的臀部 / 豐滿的腿 / 豐滿的臉龐 / 豐滿而健康 / 讓人豐滿 / 看起來豐滿 / 身體豐滿
811,接受尊長或上級的命令。[例]大家不要把錯都歸在他身上，他也只是奉命行事罷了。,奉命,To act according to orders given by a superior or elder.,接受尊長或上級的命令行事。,警察奉命調查這起案件，以確保市民的安全。 / 她奉命出國考察，希望能為公司找到新的商機。 / 在戰爭中，士兵們都奉命執行上級的命令，不敢有任何懈怠。 / 他被奉命安排會議，以解決部門之間的爭議。 / 他奉命傳達這項新政策，希望大家能夠迅速適應。 / 老闆奉命讓他負責這次的重要專案，他必須全力以赴。 / 她奉命前來參加國際會議，以增強與外國合作夥伴的關係。 / 在這次的救災行動中，志願者們奉命投入一線，幫助受災民眾。 / 他們奉命調整市場策略，以應對迅速變化的經濟環境。 / 隊長奉命指揮此次演習，確保每一位成員都能熟練掌握操作流程。 / 我們奉命完成這項任務，以爭取客戶的信任和支持。,va-i/N,奉命行事 / 奉命執行 / 奉命完成 / 奉命調查 / 奉命指揮 / 奉命傳達 / 奉命前來 / 奉命回報 / 奉命參加 / 奉命支援
812,愛戀的情懷。[例]不解風情,風情,A romantic affection or sentiment; often associated with love or desire.,愛戀的情懷，通常與人或情感有關。,在這幅畫中，畫家巧妙地運用色彩，描繪了當地的風情。 / 這首歌曲展現了古老城市的風情，讓人感受到歷史的沉重。 / 這部電影透過細膩的情感描寫，表現了都市生活的風情。 / 在詩歌中，作者詠嘆了四季變遷帶來的自然風情。 / 旅遊指南介紹了這個小鎮的獨特風情吸引了不少遊客。 / 迷人的海邊風情讓他對這個城市的印象更加深刻。 / 這本小說充滿了田園風情，描繪了農村生活的純樸與美好。 / 在藝術展覽中，雕塑作品展現了不同文化的風情，讓人驚豔不已。 / 這條街道的咖啡館，散發著浪漫的風情，吸引了許多情侶來此約會。 / 這件手工藝品體現了當地居民的生活風情，充滿了文化的積淀。 / 這場音樂會的旋律融入了民俗風情，讓觀眾體驗到獨特的音樂魅力。,n,不解風情 / 有風情 / 充滿風情 / 迷人的風情 / 浪漫的風情 / 動人的風情 / 撩人的風情 / 獨特的風情 / 濃厚的風情 / 小鎮的風情
