number,old_definition,word,translation,definition,example_sentences,part_of_speech,collocations
908,直立突出。[例]這一座新建的大廈高聳入雲，極為壯觀。,高聳,Tall and upright; protruding sharply.,直立而且突出。,這座教堂的尖塔高聳入雲，讓人感到莊嚴而敬畏。 / 在山頂俯瞰，周圍的高聳山峰像一道壯麗的屏障。 / 這棟高聳的大樓讓整個城市的天際線更加迷人。 / 這片森林裡，高聳的樹木搖曳著，發出沙沙的聲音，讓人感到寧靜。 / 高聳的塔樓是這座古城的標誌，吸引著無數遊客前來探索歷史的痕跡。,vs-adj,高聳的建築 / 高聳的山峰 / 高聳的大樓 / 高聳的樹木 / 高聳入雲
909,"an accusation, a charge",告訴2,An accusation; a charge made against someone.,控告某人犯了罪或做了不正當的事情。,通常，如果你有證據，告訴的過程會快速得多。 / 在接到報案後，警方立即派人前來了解告訴的具體情況。 / 受害者們希望能對公司提出集體告訴，無論得付出多少代價。 / 一旦我們收集到足夠的證據成為告訴的理由，就可以正式提交相關部門。 / 他們決定向法院提起告訴，以追求公正。,va-t/N,提起告訴 / 告訴內容 / 集體告訴 / 根據告訴 / 告訴的理由
910,優劣。[例]他們兩人實力相當，雖然已交手數回合，仍然分不出高下。,高下,"Superior or inferior; a term used to indicate the distinction between high and low, or better and worse.",優劣的判斷。,這兩個團隊的實力相當，經過幾輪比賽依然無法輕易分出高下。 / 在這場辯論賽中，選手們的表現都很優秀，讓評審難以判斷明顯高下。 / 雖然他們都投入了大量的時間練習，但比賽時仍然難以分出高下。 / 球賽結束後，球迷們熱烈討論兩隊的表現，認為實力高下難分。 / 在藝術創作中，風格各異的作品讓人感受到高下難明的藝術價值。,n,分出高下 / 高下難分 / 實力高下 / 最終高下 / 明顯高下
911,高貴典雅。[例]她生長在文學氣息濃厚的家庭裡，所以氣質顯得特別高雅。,高雅,Elegant and refined; characterized by nobility and grace.,高貴而典雅，通常指人的氣質或風格。,這家餐廳的裝潢品味十分高雅，讓客人感到舒適放鬆。 / 在這場高雅的音樂會上，觀眾靜靜地欣賞每一首曲子。 / 他的舉止雖然自然，但不知不覺中流露出一種高雅的氣質。 / 追求高雅的品味，讓他的家居裝飾顯得格外吸引人。 / 在婚禮上，新娘穿著一套高雅的婚紗，讓整個儀式更加迷人。,vs-adj,高雅的藝術 / 高雅的品味 / 高雅的氣質 / 高雅的生活 / 高雅的舉止
912,事情暫時停止或結束。[例]他總是堅持等工作告一段落後，才肯休息。,告一段落,To temporarily pause or conclude something.,事情暫時停止或結束。,老師說這學期的課程即將告一段落，學生們都期待著即將到來的寒假。 / 這場音樂會在最後一首曲目結束後告一段落，觀眾們熱烈地鼓掌，不願離去。 / 在連續的比賽後，運動員們的緊張訓練也告一段落，期待著放鬆和恢復的時光。 / 這項為期一年的研究計畫終於告一段落，研究人員準備將結果發表在學術期刊上。 / 工作告一段落後，團隊成員們一起慶祝，感謝彼此的努力和合作。,idiom,工作告一段落 / 事情告一段落 / 課程告一段落 / 計畫告一段落 / 學習告一段落
913,高而表面平坦的廣大地面。[例]一般來說，高原上的氣候較平地涼爽。,高原,A plateau; a high and flat area of land.,高而表面平坦的廣大地面。,這個高原地區的氣候乾燥，非常適合某些特種植物生長。 / 高原的夜空星辰璀璨，彷彿能夠觸摸到宇宙的秘密。 / 這座高原上的村莊，保留著古老的文化和傳統，使人感受到歷史的厚重。 / 高原景觀的地形起伏不定，形成了獨特的生態系統，吸引了許多生態學者研究。 / 在高原環境騎自行車，既能鍛鍊體力，又能享受風景，十分愉快。,n,高原地區 / 高原氣候 / 高原文化 / 高原景觀 / 高原環境
914,向他人投訴某人的罪行。[例]他受到欺負，卻隱忍著而不敢告狀。,告狀,To report or complain about someone's wrongdoing to a higher authority.,向他人投訴某人的過錯或不當行為。,小明今天在學校遭到同學的欺負，他本想自己忍耐，但最後還是向老師告狀了。 / 有些孩子覺得向家長告狀會讓他們被笑，但其實這是保護自己的方式。 / 小孩子有時候為了小事直接告狀，也許是因為他們不懂得如何解決問題。 / 她一直很想告狀，但又擔心這樣會破壞班級的和諧，最後只好選擇沉默。 / 他不喜歡告狀，因為他覺得這樣會讓別人看不起自己，所以總是默默承受。,va-t,向老師告狀 / 向家長告狀 / 不敢告狀 / 私下告狀 / 當面告狀
915,文字或繪畫的草底。[例]草稿、畫稿、稿件,稿子/稿,A draft; a preliminary version of a written or artistic work.,文字或繪畫的草稿。,這篇文章的稿子需要修改幾次，以便更加流暢和清晰。 / 你寫的稿子很有創意，但有些地方需要更詳細的解釋。 / 編輯告訴我稿子的字數要求，讓我重新檢查我的文章。 / 她花了整整一晚來修改稿子，以確保不會出現任何錯誤。 / 如果你能在明天之前完成這篇稿子，我可以幫你檢查一遍。,n,寫稿子 / 修改稿子 / 完成稿子 / 審核稿子 / 交稿子
916,放、置。[例]擱置、擱在一邊,擱,To place or set something aside.,放置某物在某個地方。,會議上，他們擱置了所有的爭議話題，專注於解決當前的問題。 / 這個計畫如果擱置太久，可能會失去實施的時機。 / 她決定擱下手中的工作，專心陪伴生病的母親。 / 擱放在桌上的新玩具，直到她生日那天才被拆封使用。 / 他將所有的憂慮擱在一旁，享受與朋友聚會的美好時光。,va-t,擱置計畫 / 擱在一旁 / 擱置討論 / 擱放在桌上 / 擱下工作
917,某個特定對象的問題或案例。對象可以是個人、家庭、學校、團體等。研究範圍通常包括案主本身及周圍相關人員，以建立問題或案例的整體資料。[例]這次事件雖屬個案，對於公司的整體運作仍有些許影響。,個案,"A specific case or issue pertaining to a designated object, which can be an individual, family, school, group, etc.; It typically involves gathering comprehensive information about the case subject and relevant parties to understand the context and dynamics of the situation.",特定對象的問題或案例，對象可以是個人、家庭、學校或團體等。研究範圍通常包括案主本身及其周圍相關人員，以建立整體資料。,在心理輔導的過程中，個案管理非常重要，以確保每個人都能獲得適當的支持。 / 為了提高服務品質，團隊決定對過去的一些個案進行回顧與分析。 / 在法律事務所，律師們經常需要針對每一個個案進行詳細的調查，以找出最佳的辯護策略。 / 社區中心的工作人員正在研究近期的個案，以了解問題的根源並改善服務。 / 針對這些類似個案，研究小組計畫進行深入的調查與實地訪問，以收集更多的資料。,n,個案研究 / 個案分析 / 個案管理 / 個案報告 / 類似個案
918,互相有阻隔、有距離。[例]她與孩子經常溝通觀念，可避免產生隔閡，並增加母子間的感情。,隔閡,A gap or barrier that creates distance or misunderstanding between people.,互相有阻隔和距離，難以理解或接觸。,她與朋友之間因為誤會而產生了隔閡，最後還是靠真誠的對話解決了問題。 / 家庭成員之間的隔閡如果不及時處理，可能會導致長期的冷漠和疏遠。 / 思想隔閡使得父母和孩子之間的溝通變得更加困難。 / 音樂有時能夠跨越語言的隔閡，讓人們更容易感受到彼此的情感。 / 為了減少隔閡，社區舉辦了多次聯誼活動，促進鄰里之間的交流。,n,情感隔閡 / 思想隔閡 / 消除隔閡 / 減少隔閡 / 產生隔閡
919,阻隔、分離。[例]為了防止這次重大疾病蔓延，政府採取緊急措施，將感染者集中到醫院隔離治療。,格局,To isolate or quarantine.,阻隔、分離，使人或物體無法接觸或交往。,醫院在確診病例附近設立了隔離病房，避免交叉感染。 / 隔離期間，她每天都透過視訊與家人聯繫，減少了孤獨感。 / 在農村地區，為了防止動植物疾病的擴散，當地政府實施了特定區域的隔離措施。 / 隔離措施有效降低了病毒的傳播速度，讓疫情得到控制。 / 隔離期間，他利用這段時間學習新技能，讓自己過得更加充實。,vp-t/N,隔離措施 / 隔離病房 / 强制隔離 / 隔離期 / 隔離病毒
920,阻隔、分離。[例]為了防止這次重大疾病蔓延，政府採取緊急措施，將感染者集中到醫院隔離治療。,歌劇,To isolate or quarantine.,阻隔、分離，使人或物體無法接觸或交往。,醫院在確診病例附近設立了隔離病房，避免交叉感染。 / 隔離期間，她每天都透過視訊與家人聯繫，減少了孤獨感。 / 在農村地區，為了防止動植物疾病的擴散，當地政府實施了特定區域的隔離措施。 / 隔離措施有效降低了病毒的傳播速度，讓疫情得到控制。 / 隔離期間，他利用這段時間學習新技能，讓自己過得更加充實。,vp-t/N,隔離措施 / 隔離病房 / 强制隔離 / 隔離期 / 隔離病毒
921,阻隔、分離。[例]為了防止這次重大疾病蔓延，政府採取緊急措施，將感染者集中到醫院隔離治療。,隔絕,To isolate or quarantine.,阻隔、分離，使人或物體無法接觸或交往。,醫院在確診病例附近設立了隔離病房，避免交叉感染。 / 隔離期間，她每天都透過視訊與家人聯繫，減少了孤獨感。 / 在農村地區，為了防止動植物疾病的擴散，當地政府實施了特定區域的隔離措施。 / 隔離措施有效降低了病毒的傳播速度，讓疫情得到控制。 / 隔離期間，他利用這段時間學習新技能，讓自己過得更加充實。,vp-t/N,隔離措施 / 隔離病房 / 强制隔離 / 隔離期 / 隔離病毒
922,阻隔、分離。[例]為了防止這次重大疾病蔓延，政府採取緊急措施，將感染者集中到醫院隔離治療。,隔離,To isolate or quarantine.,阻隔、分離，使人或物體無法接觸或交往。,醫院在確診病例附近設立了隔離病房，避免交叉感染。 / 隔離期間，她每天都透過視訊與家人聯繫，減少了孤獨感。 / 在農村地區，為了防止動植物疾病的擴散，當地政府實施了特定區域的隔離措施。 / 隔離措施有效降低了病毒的傳播速度，讓疫情得到控制。 / 隔離期間，他利用這段時間學習新技能，讓自己過得更加充實。,vp-t/N,隔離措施 / 隔離病房 / 强制隔離 / 隔離期 / 隔離病毒
923,建築於屋內的夾層矮樓。[例]她將閣樓闢為儲藏室，收放一些不常用的家具。,閣樓,"A loft; a low-level room or space in a building, typically located between the ceiling and the roof, used for storage or other purposes.",建築在屋內的夾層矮樓。,他在閣樓裡發現了一些珍貴的舊照片，讓他回憶起童年的時光。 / 每當夕陽西下，閣樓的窗戶透出溫暖的金色光芒。 / 在週末，孩子們喜歡到閣樓裡玩耍，探索那些神秘的角落。 / 為了有效利用空間，他們想整修閣樓，將它改造成一個小型的健身房。 / 閣樓裡的木材散發著淡淡的香氣，讓人感覺十分放鬆。,n,一間閣樓 / 整修閣樓 / 閣樓的設計 / 參觀閣樓 / 美麗的閣樓
924,,隔年,Every two years; occurring once every two years.,每隔一年。,隔年，我們計畫去旅行，探索不同的國家。 / 每個人都期待隔年舉行的音樂節，因為那裡聚集了許多知名藝人。 / 隔年我們會參加馬拉松比賽，以保持良好的運動習慣。 / 隔年慶祝一次的家庭聚會總是充滿了歡笑和美好的回憶。 / 隔年的時候，我的朋友會回來，帶來他在外地工作的趣聞。,n,隔年慶祝 / 隔年的計畫 / 隔年的活動 / 隔年參加 / 隔年舉行
925,規格形式。[例]公文書寫，依照用途或對象的不同，而有一定的格式。,格式,A format or specification; a set structure or arrangement.,規定的樣式和形式。根據不同的用途或對象，會有一定的要求。,他特別注意文件格式的統一性，這樣可以避免混亂和誤解。 / 學校的作業要求使用指定的格式，以便老師能夠快速批改。 / 學術期刊對於文章的格式有嚴格的要求，必須按照規定的標準來撰寫。 / 若要參加這個比賽，參賽作品必須符合標準格式，否則將不予錄取。 / 他花了很多時間調整文件的格式，以確保它在提交前達到要求。,n,標準格式 / 文件格式 / 檔案格式 / 論文格式 / 參考格式
926,單獨的人、生物或其他實體。[例]每個人在社會中都是獨立的個體，但是絕不能忽略參與群體的重要性。,個體,"An individual or entity considered separately, distinct from a group or system.",單獨的人、生物或其他實體。每個人都有自己的特點和需求。,每個人在社會中都是獨立的個體，但是絕不能忽略參與群體的重要性。 / 不同的個體對於相同的環境會表現出不同的適應方式。 / 每一個體都有自己的特點和需求，這使得我們的社會更加多元。 / 個體發展往往受到其生長環境的影響。 / 在心理學中，研究每一個體的行為可以幫助我們更好地理解人類的本質。,n,每一個體 / 獨立的個體 / 個體差異 / 不同的個體 / 個體發展
927,革除舊的，創造新的。[例]這家食品公司不斷革新生產技術，在同業中始終居於主導的地位。,革新,To innovate or reform; to eliminate the old and create the new.,革除舊的，創造新的。,在數位時代，傳統媒體必須進行革新，才能吸引更多的年輕讀者。 / 這所學校透過課程革新，提升學生的學習興趣和效率。 / 隨著市場需求的變化，這家汽車製造商必須進行產品革新，以保持競爭力。 / 在不斷革新的過程中，這家初創公司成功找到了自己的市場定位。 / 在數位轉型的浪潮下，各行各業都面臨革新技術的壓力，以適應新環境。,vp-t/N,革新技術 / 產品革新 / 進行革新 / 推動革新 / 重大的革新
928,,箇中/個中,"A male, usually referring to a son or a younger male.",'箇中/個中'指的是某個特定的情況或環境。,這部影片引發的爭議看似很快消弭，但箇中影響卻讓人細思恐極。 / 雖然故事很短，箇中情節卻充滿了意外和驚喜。 / 這首歌曲表面上歡快，但箇中隱含的情感卻令人心碎。 / 雖然他們的計畫看起來簡單，箇中挑戰卻不容小覷。 / 老師舉的例子雖然簡明，箇中深奧的道理卻需要時間消化。,n,箇中原因 / 箇中情況 / 箇中道理 / 箇中緣由 / 箇中影響
929,動物名。鳥綱鳩鴿目鳩鴿科。羽毛呈淺灰色或白色，腳呈暗紅色。性喜群居，以穀類和豆類為食。飛行能力與記憶力很強，經訓練可用來傳遞書信。個性溫和，常被用為和平的象徵。　△鴿子 　◎,鴿子,"A pigeon; a bird belonging to the family Columbidae, typically with a slender body, short neck, and a small head.",這是一種鳥類，屬於鳩鴿科。羽毛通常是淺灰色或白色，腳是暗紅色。喜歡群居，以穀類和豆類為食。飛行能力和記憶力很強，經過訓練可以用來傳遞書信。性格溫和，常被視為和平的象徵。,鴿子經常在人群中尋找食物，似乎對周圍的環境並不感到害怕。 / 鴿子養殖看似容易，難度其實相當高。 / 鴿子的叫聲讓人感到心情放鬆，彷彿在訴說著城市的故事。 / 一隻鴿子停在窗台上，似乎在等待著什麼。 / 鴿子的羽毛在陽光下閃閃發光，顯得格外美麗。,n,一隻鴿子 / 鴿子的羽毛 / 鴿子飛 / 鴿子叫 / 鴿子養殖
930,事物的基礎。[例]他的公司根基穩固，雖然經濟不景氣，業績仍然小幅成長。,根基,The foundation or basis of something.,事物的基礎和依據。,好的家庭環境是孩子健康成長的根基，會影響他們未來的人際關係。 / 文化傳承的根基在於歷史的認識，年輕一代應該更加重視。 / 企業的成功往往依賴於夠穩固的經營根基，而非短期的獲利。如果業務根基不穩，營運會出現問題。 / 社會的和諧發展需要強大的道德根基作為支撐，每個人都應該負起責任。 / 科學研究的進展離不開深厚的理論根基，這樣才能推動技術的創新。,n,根基穩固 / 根基扎實 / 根基深厚 / 根基不穩 / 文化根基
931,隨著前進。[例]好的籃球員會做到球一出手，馬上跟進搶籃板。,跟進,To follow up or advance immediately after an initial action; often used in the context of sports to describe moving in after a shot is taken.,隨著前進，緊接著行動或處理。,開發團隊將跟進新版本的測試結果，確保一切正常運行。 / 我們必須密切跟進這次調查結果的進度，以便做出相應的決策。 / 這次市場推廣活動結束後，需要專門的人員來跟進效果評估的工作。 / 過去的項目經驗讓我們明白跟進進度的重要性，這樣才能避免錯誤。 / 在產品發佈後，客服團隊要主動跟進用戶的使用情況，以提高滿意度。,va-t,跟進情況 / 跟進工作 / 跟進進度 / 跟進計畫 / 跟進報告
932,身邊、近旁。[例]在他跟前最好少提起往日傷心的事。,跟前,Nearby; beside; in close proximity.,身邊或近旁的地方。,在老人跟前要表現得有禮貌，這是對他們的尊重。 / 他的狗總是跟在他跟前，展現出強烈的依賴感。 / 在他跟前，最好少提起往日傷心的事。 / 在父母跟前，我總是特別容易緊張，怕他們失望。 / 每當我走到他跟前，他總是微笑著，讓我感到十分溫暖。,n,在他跟前 / 在我跟前 / 站在跟前 / 跟前的情況 / 走到跟前
933,跟隨蹤跡，通常指緊緊跟在人的後面。如：「跟蹤別人，不是一種光明磊落的行為。」,跟蹤,"To track or follow someone closely, often with the intent to observe or monitor.",緊緊跟在某人後面，通常是跟隨其行踪。,他在地下火車站發現一個可疑的人在跟蹤他，心中充滿疑慮。 / 違法跟蹤別人是一種侵犯隱私的行為，必須要受到法律的嚴懲。 / 在繁忙的市中心，她注意到一名男子一直偷偷跟蹤她，讓她感到十分不安。 / 他在回家的路上，發現一輛車似乎在持續跟蹤他，心中升起一陣恐懼。 / 跟蹤行為如果不加以制止，可能會對受害者造成長久的心理影響。,va-t,跟蹤別人 / 跟蹤目標 / 跟蹤對象 / 持續跟蹤 / 偷偷跟蹤
934,更換成新的。[例]一元復始，萬象更新。,更新,To replace or renew something; to make changes or updates.,更換成新的或使狀態變得更好。,這個應用程式需要定期更新，以確保安全性。 / 為了提升運行效率，電腦系統必須定期更新。 / 政府每年都會更新人口統計數據，以便於制定政策。 / 當我打開手機時，出現了系統更新的通知。 / 這本電子書會定期更新，以包含最新的研究成果。,va-t,定期更新 / 系統更新 / 自動更新 / 更新內容 / 更新進度
935,耕田與除草。泛指農田耕作的事情。[例]一番辛苦耕耘後，眼見麥浪層層，真令人高興。,耕耘,To till the land and remove weeds; it broadly refers to farming activities.,從事農田的耕作與除草，泛指辛勤付出和努力工作的過程。,農民的耕耘需要耐心和毅力，才能獲得豐收。 / 無論是在哪個行業，只有辛苦耕耘過，才能享受到成功的果實。 / 農田的耕耘不僅僅是體力的付出，還需要智慧的管理。 / 經過一整年的辛苦耕耘，這片土地終於結出了豐滿的果實。 / 農作物的耕耘需依賴於科學的知識和技術，以提升產量。,va-t,農田的耕耘 / 農民的耕耘 / 農作物的耕耘 / 辛苦耕耘 / 耕耘與收穫
935,比喻付出精神和勞力。[例]一分耕耘，一分收穫。,耕耘,To cultivate land through plowing and to metaphorically indicate hard work and effort in order to achieve results.,付出精神和勞力，努力獲得成果。,老師一直認真耕耘，教導學生以期望他們未來能有所成就。 / 經過幾年的苦心耕耘，這家公司終於在市場上站穩了腳步。 / 即使面對困難，他依然保持耕耘的毅力，沒想過放棄自己的理想。 / 為了提升自己的技能，她每天都不斷耕耘，進修和練習。 / 一分耕耘一分收穫，只有付出努力，才能看到成功的希望。,va-t,一分耕耘一分收穫 / 認真耕耘 / 不斷耕耘 / 用心耕耘 / 耕耘的成果
936,耕耘、種植。[例]爺爺雖然一把年紀，但每天仍到田裡辛勤耕種，連年輕人都自嘆弗如。,耕種,To cultivate and plant crops.,耕耘和種植農作物的行為。,為了提高產量，農民們開始學習新的耕種技術，以應對氣候變化帶來的挑戰。 / 隨著科技發展，許多農民開始使用科學耕種來提高耕種的效率。 / 許多農民選擇有機耕種，以滿足市場對健康食品日益增長的需求。 / 隨著全球糧食危機的加劇，各國都在尋找新的耕種方式，以確保糧食安全。 / 農業專家定期舉辦研討會，分享最新的科學耕種研究成果，幫助農民提升作物產量。,va-t,耕種技術 / 耕種方式 / 耕種季節 / 耕種土地 / 科學耕種
937,耕耘種作。[例]他在這塊土地上已耕作了大半輩子，說什麼也不會答應賣地轉業的。,耕作,To cultivate or farm; to plow and plant.,在土地上進行耕耘和種植的行為。,這片土地的耕作技術逐漸改進，農民們的收成比以前好多了。 / 農夫利用現代科技，讓耕作的過程變得更加高效和簡便。 / 隨著氣候變化的影響，這片土地的耕作季節也開始有所調整。 / 農業專家在研討會上分享了最先進的耕作方法，引起了不少農民的關注。 / 透過不斷學習和實踐，年輕農民們逐漸掌握了提高耕作效率的各項技術。,va-t/N,耕作技術 / 耕作方法 / 耕作季節 / 耕作面積 / 耕作效率
938,屬於大眾的、共同的、官方的。與「私」相對。[例]公敵、公物、公務,公,Public; belonging to the people or the state; common and official; opposed to private.,屬於大眾的、共同的，與「私」相對。,這個城市的公共交通系統越來越方便，讓更多人選擇搭乘公車通勤。 / 公立學校的學費比較低，讓許多家庭都能負擔得起。 / 許多志願者參加公益活動，幫助弱勢群體改善生活條件。 / 公共事務的透明度越高， citizen對政府的信任度也會隨之提升。 / 政府加強了對公共事務的管理，以確保市民能夠獲得準確透明的消息。,n,公共交通 / 公立學校 / 公益活動 / 公共事務 / 公有企業
938,雄性的。與「母」相對。[例]公牛、公雞、公狗,公,"Masculine; corresponding to ""female.""",雄性，與「母」相對。,農場裡有一隻公牛，牠每天都負責拉耕。 / 這隻公羊的毛非常柔軟，非常適合做成毛衣。 / 他的家裡有三隻公狗，守護著家門不讓陌生人靠近。 / 公雞的叫聲在清晨特別響亮，為村莊帶來了生機。 / 農場裡不只有母雞，還有一隻公雞每天清晨報曉天亮。,n,公牛 / 公雞 / 公狗 / 公羊 / 公獅
939,彎曲。[例]弓腰、弓著身子,弓,To bend or curve; often refers to arching the back or body.,彎曲的形狀，像弓一樣。,她為了拍照，專心地弓著身子，以便把這美景收進相機裡。 / 當他們聽到驚人的消息時，所有人都不約而同地弓著身子，努力靠近，想聽得更清楚。 / 當她看到那幅美麗的畫作時，驚喜得連忙弓著肩膀，仔細研究每一個細節。 / 為了不起眼地觀察野生動物，攝影師經常在叢林中弓著腰，靜靜等待最佳的拍攝時機。 / 在秋千上玩耍的時候，小朋友們樂得弓著腰，感受著風從耳邊快速掠過的快感。,va-i,弓腰 / 弓著身子 / 弓背 / 弓腿 / 弓著肩膀
939,用來射箭或發彈丸的器具，可當武器。[例]彈弓、弓箭、十字弓　◎,弓,A bow; A weapon used to shoot arrows or projectiles.,用來射箭或發彈丸的器具，可作為武器。,弓箭手在比賽中必須專注，才能準確地射中靶心。 / 弓的設計隨著科技的進步而不斷改良，現代的彈弓越來越輕巧精準。 / 弓箭靶的距離也影響到比賽的難度，一般來說，距離越遠，目標越小，弓箭手的技術要求就越高。 / 弓箭的維護非常重要，定期檢查弦是否磨損可以延長使用壽命。 / 弓箭的準確度取決於多種因素，包括風速、箭的重量和射手的穩定性。,n,弓箭手 / 弓箭靶 / 弓的形狀 / 弓的設計 / 弓箭的準確度
