number,old_definition,word,translation,definition,example_sentences,part_of_speech,collocations
399,輾轉聽到。[例]這件事我也是經由傳聞而知的，究竟真相如何我不敢確定。,傳聞,Heard through various sources; an unverified piece of information or rumor.,輾轉聽到的消息或事情，通常沒有直接來源。,傳聞這個消息的來源並不可靠，讓人覺得有些懷疑。 / 在社交媒體上，很多傳聞都被快速傳播，但不一定都是真實的。 / 傳聞中提到的那家新餐廳，似乎受到了不少人的好評。 / 她聽到的傳聞讓她感到擔憂，於是她決定主動聯絡朋友詢問情況。 / 儘管傳聞充滿了各種細節，但實際情況卻可能比想像中更簡單。 / 最近有傳聞說這部電影將會續集，但官方尚未確認。 / 聽說的傳聞讓整個小鎮都充滿了緊張的氣氛，大家都在討論究竟發生了什麼。  / 這則傳聞若是真的，將會對我們的計劃產生重大影響，因此我們需要仔細核實。  / 在會議上，有人提到了一些關於市場變化的傳聞，讓大家開始重新評估策略。  / 她喜歡閱讀關於名人的傳聞，雖然知道很多都是不實的，但依然覺得很有趣。  / 傳聞的內容雖然驚人，但我們必須保持理性，不能輕易相信沒有根據的消息。,n,聽到的傳聞 / 根據傳聞 / 據說的傳聞 / 人們的傳聞 / 流傳的傳聞 / 這則傳聞 / 傳聞的來源 / 有關的傳聞 / 任何傳聞 / 傳聞的真相
400,短暫的休息、放鬆。[例]我軍乘勝追擊，不讓敵人有絲毫喘息的機會。,喘息,A brief rest or pause; Refers to a moment of relief or respite.,短暫的休息或放鬆，通常是在忙碌或緊張之後。,"他忙碌了一整天，終於找到了幾分鐘喘息的時間。 / 在激烈的競爭中，團隊沒有給對手喘息的機會，迅速獲得了勝利。 / 這段時間工作壓力很大，我真的需要喘息一下，調整心情。 / 雖然生活充滿挑戰，但偶爾的喘息讓我重新獲得面對困難的勇氣。 / 在這次馬拉松比賽中，選手們必須控制自己的速度，才能在中途獲得喘息的機會。 / 她在繁忙的日程中，刻意安排了一段喘息的時間，讓自己能夠放鬆心情。 / 父母時常擔心工作和生活的重壓會讓孩子沒有喘息的空間, 認真考慮家庭教育的方式。 / 在籌備這個活動的過程中，志工們也需要定期的喘息，才能保持工作的熱情。 / 面對不斷增加的學業壓力，學生們呼籲學校提供更多喘息的時間以促進身心健康。 / 這部電影讓觀眾在緊張的情節之間，有短暫的喘息，增添了觀影的樂趣。 / 在這次演講中，講者專門留出幾分鐘讓聽眾喘息，反思所聽到的內容。",n,喘息的機會 / 喘息的空間 / 不給喘息的時間 / 需要喘息 / 暫時的喘息 / 給予喘息 / 喘息的方式 / 恢復喘息 / 短暫的喘息 / 沒有喘息的餘地
400,急促呼吸。[例]從山下往上爬，到了山頂時，大家都已喘息不已。,喘息,"To breathe rapidly or with difficulty, often due to exertion or discomfort.",急促地呼吸，通常因為劇烈運動或緊張而產生。,攀爬陡峭的山路讓我無法喘息，感到胸部劇烈悸動。 / 她參加長跑比賽後，坐在地上大口喘息，額頭滿是汗水。 / 隨著緊張情緒的增加，他開始感到喘息，似乎無法獲得足夠的空氣。 / 在酷熱的夏天裏，從游泳池上來時，大家都喘息著，努力調整呼吸。 / 經過一段劇烈運動後，孩子們在草地上玩耍，時而喘息，卻依然充滿活力。 / 他的病情惡化，使得他經常出現喘息的情況，讓家人十分擔心。 / 在高山滑雪之後，我們圍坐在一起，彼此分享著剛剛的經歷，呼吸仍然有些喘息。 / 她在練習瑜伽的過程中，感受到身體的放鬆，但偶爾還是會因為動作過快而喘息。 / 當冬季寒風刺骨時，外出散步的老人也會時而喘息，提醒自己要注意身體。 / 聽到後方有急促的喘息聲，他轉過身來，發現是他的狗在追逐一隻小鳥。 / 這場籃球比賽激烈無比，球員們在場上拼搏，片刻不休息，呼吸中帶著明顯的喘息。,va-i,大口喘息 / 不斷喘息 / 聽到喘息 / 嚴重喘息 / 無法喘息 / 剛開始喘息 / 明顯喘息 / 時而喘息 / 感到喘息 / 讓人喘息
401,輾轉流傳的話。[例]該集團的負責人決定出面澄清這項傳言。,傳言,"A rumor; a piece of information that is passed along from person to person, often without confirmation.",輾轉流傳的話。,最近的傳言讓大家開始擔心公司的未來發展。 / 他的朋友聽到了一則傳言，指控他涉及不當行為。 / 公司高層主動召開會議，專門對外澄清這些傳言的真實性。 / 網路上流傳著許多關於這部電影的傳言，使得觀眾更加期待它的上映。 / 在小鎮上，關於新開餐廳的傳言吸引了許多食客前來嘗鮮。 / 不實的傳言造成了社區居民之間的不安和誤解。 / 誇大的傳言使得這位運動員的膝傷問題成為大家關心的焦點。 / 許多傳言圍繞著這位名人的感情生活，讓媒體紛紛報導。 / 有關這項新政策的傳言，引發了許多人對未來工作的擔憂。 / 當地政府發表聲明，否認了有關環境污染的傳言。 / 譴責傳言的活動吸引了許多關心社會正義的市民參與。,n,一則傳言 / 散播傳言 / 否認傳言 / 不實的傳言 / 近期的傳言 / 澄清傳言 / 引發傳言 / 譴責傳言 / 信口傳言 / 誇大的傳言
401,傳話。[例]透過書信的表意傳言，他們之間的感情也日漸增長。,傳言,To relay information or gossip; to pass on a message or rumor.,透過口頭或書面傳遞的消息或話語。,最近傳言這位名星將從這部熱門劇中退出，讓不少粉絲感到失望。 / 在學校裡，傳言說下學期會有新的外籍教師來任教。 / 他聽到一次傳言，聲稱有一場音樂會將在即將到來的假期舉行。 / 在網上散播傳言的速度非常快，有時候幾個小時內就會傳遍整個社交媒體。 / 雖然傳言指出這兩位合作夥伴即將解散，但他們的經理尚未做出官方回應。 / 傳言經常改變，今天的消息可能明天就不再可信。 / 這則傳言在公司裡引起了廣泛的關注，大家都開始猜測背後的真相。 / 一些傳言已經開始影響到新產品的銷售，消費者對品質的疑慮逐漸上升。 / 面對即將來臨的會議，傳言開始流傳說將會有重大的改革宣布。 / 傳言在社區中迅速傳開，許多居民開始關心將要建設的新公園。 / 對於這位政治人物的傳言，媒體的報導和市民的反應顯然存在著矛盾。,n,一則傳言 / 爆出傳言 / 傳出傳言 / 否認傳言 / 面對傳言 / 散播傳言 / 確認傳言 / 可信的傳言 / 假的傳言 / 有關傳言
402,皮膚或黏膜上的潰瘍。[例]頭瘡、膿瘡、惡瘡,瘡,A sore or ulcer on the skin or mucous membrane.,皮膚或黏膜上的潰瘍。,他的小腿上長了一個瘡，看起來很痛。 / 醫生告訴他這個瘡可能需要幾周才能完全癒合。 / 在野外露營時，如果不小心被刺傷，可能會長瘡。 / 我朋友的狗身上出現了一些瘡，主人帶牠去看獸醫。 / 有些皮膚瘡需要用特別的藥膏來治療。 / 她的臉上長了一個膿瘡，讓她感到非常不舒服。 / 如果經常摩擦同一個地方，可能會導致皮膚出現瘡。 / 他在足球比賽中受傷，腳踝上也出現了一些瘡。 / 當天氣變化大時，有些人容易長出皮膚瘡。 / 醫院裡的護士照顧那些因感染而出現瘡的病人。 / 他的手上出現了一個奇怪的瘡，醫生建議他做進一步檢查。,n,頭瘡 / 膿瘡 / 惡瘡 / 舌瘡 / 皮瘡 / 腳瘡 / 生瘡 / 破瘡 / 瘡藥 / 發瘡
402,創傷、外傷。[例]刀瘡,瘡,A wound or external injury.,創傷或外傷。,她的手上出現了一個瘡，看起來需要醫治。 / 經常清潔傷口可以防止瘡的感染。 / 昨天我不小心摔倒，膝蓋上擦了一個瘡。 / 這位老人的腳上有很多瘡，需要特別的護理。 / 醫生說這種瘡可能是由於過敏引起的。 / 我家狗的耳朵上長了瘡，需要帶牠去看獸醫。 / 如果瘡長得太大，可能會需要手術來處理。 / 她常常感到瘡附近有刺痛的感覺，讓她很不舒服。 / 平時多喝水可以促進瘡的愈合。 / 他發現自己身上的瘡似乎是由於長時間摩擦造成的。 / 我在旅行時不小心被刺 thorn，手指上留下了一個小瘡。,n,嚴重的瘡 / 發炎的瘡 / 醫治瘡 / 愈合瘡 / 皮膚的瘡 / 潰爛的瘡 / 刀瘡 / 皮膚上的瘡 / 血瘡 / 腳上的瘡
403,創造建立。[例]國父歷經十次革命失敗，終於推翻滿清，創建民國。,創建,To create and establish.,創造並建立某個事物或組織。,我們的公司專注於創建友善的工作環境，以提升員工的滿意度。 / 在這次會議上，團隊討論了如何更有效率地創建客戶反饋系統，以改善我們的產品。 / 為了提升城市的生活品質，政府決定創建更多的綠地和公園。 / 這位藝術家致力於創建一個融合當代藝術與傳統文化的展覽，吸引了許多觀眾前來參觀。 / 教育部希望透過這個計畫來創建一個更加公平的教育體系，讓每個孩子都有學習的機會。 / 許多志工參與這項計畫，努力創建一個支持年輕人的健康成長社區。 / 這個新軟體的推出，旨在幫助用戶創建個性化的學習計畫，提升學習效率。  / 為了促進科技創新，該大學決定創建一個專門支持創業的孵化器，鼓勵學生實現他們的創業夢想。  / 該組織的目標是創建一個環保的產品線，讓消費者能夠更輕鬆地做出可持續的選擇。  / 在國際會議上，各國代表共同探討如何創建一個更加安全穩定的全球貿易體系。  / 這位作家花了數年時間，終於完成了創建一個虛構世界的小說，希望讀者能感受到其中的奇妙冒險。,va-t,創建[公司] / 創建[品牌] / 創建[網站] / 創建[制度] / 創建[團隊] / 創建[計畫] / 創建[社區] / 創建[文化] / 創建[系統] / 創建[機會]
404,掛在窗上用來遮蔽光線或視線的竹簾。[例]臥室裡掛窗簾可以遮光、透氣，有助於安睡。,窗簾,"Bamboo curtain hanging on a window, used to block light or视线.",掛在窗上，用來遮蔽光線或視線的布或其他材料。,清晨，陽光透過窗簾，房間顯得格外柔和。 / 選擇一副合適的窗簾，可以提升室內的整體美感。 / 在炎熱的夏天，窗簾能有效地阻擋陽光，讓室內保持涼爽。 / 我喜歡在下午時分，拉開窗簾，享受戶外的美麗風景。 / 每當有客人來訪，我總會特意整理一下窗簾，讓房間看起來更整潔。 / 窗簾的材質對於隔音效果也有很大的影響，厚重的窗簾能有效降低噪音。 / 在夜晚，關上窗簾可以增加隱私，讓我感到更安心。 / 我經常會根據季節變換窗簾，來增添不同的氛圍和色彩。 / 自從換了新窗簾，整個房間的感覺都變得明亮了許多。 / 清洗窗簾是家庭清潔中不可忽視的一環，定期清洗能保持它們的美觀。 / 這幅窗簾的設計靈感來自於自然，讓人感覺宛如置身於戶外。,n,一副窗簾 / 遮陽的窗簾 / 打開窗簾 / 關上窗簾 / 清洗窗簾 / 選擇窗簾 / 窗簾的風格 / 窗簾設計 / 裝飾窗簾 / 厚的窗簾
405,受外力造成的皮膚或其他組織損傷。[例]常見的創傷有割傷、刺傷和擦傷。,創傷,A wound; A skin or tissue injury caused by external force.,受外力造成的皮膚或其他組織損傷。,在戰爭中，士兵們經常面臨嚴重的創傷與殘缺，堅強面對困難。 / 媒體報導了社會事件造成的心理創傷，強調需要更多支持。 / 在事故中，創傷的類型多樣，包括割傷、擦傷和燒傷等。 / 醫生說，及早治療創傷可以減少日後的併發症。 / 這部電影讓觀眾看到了人物如何面對心靈創傷，並努力尋找療癒之道。 / 創傷的癒合需要時間，患者應該保持耐心。 / 許多人在自然災害後，經歷了深刻的創傷，心理輔導成為重要的支援。 / 藝術療法被認為對於治療創傷後的壓力反應有積極的效果。 / 在社區裡，志願者們積極參與幫助傷者恢復，減輕他們的創傷感受。 / 學校為學生提供心理諮詢，幫助他們應對家庭變故帶來的創傷。 / 在急救訓練中，學員們學習如何迅速處理不同類型的創傷，以保護傷者的生命。,n,創傷的癒合 / 治療創傷 / 心理創傷 / 嚴重的創傷 / 造成創傷 / 預防創傷 / 感受到創傷 / 創傷後反應 / 外傷和創傷 / 面對創傷
405,傷口、傷害。[例]這件事對他的打擊很大，他需要時間來撫平心理所受的創傷。,創傷,A wound or injury.,傷口或傷害，特別是指心理上的困擾。,這位戰士在戰鬥中受到了創傷，但他仍然勇敢地站起來繼續奮鬥。 / 在醫院，醫生細心地為創傷患者進行傷口清理和包紮。 / 他的童年經歷帶來了嚴重的情感創傷，影響了他成年後的親密關係。 / 在心理諮商中，專家幫助她逐步面對和療癒過去的創傷。 / 這部電影深刻描繪了角色在戰爭後的創傷，讓觀眾感同身受。 / 很多人在經歷重大事件後，出現創傷後壓力症候群，需要專業的治療來恢復正常生活。 / 社區舉辦工作坊，幫助居民了解創傷的影響與應對技巧。 / 他在事故中受到的生理創傷，讓他不得不重新評估自己的生活目標。 / 學校設立心理輔導中心，以協助學生處理因家庭問題而造成的創傷。 / 醫療團隊定期對創傷患者進行評估，以便制定最有效的康復計劃。 / 這本書探討了創傷對人際關係的長期影響，讓讀者重新思考情感連結的重要性。,n,心理創傷 / 創傷治療 / 創傷後壓力症候群 / 身體創傷 / 創傷恢復 / 創傷患者 / 情感創傷 / 創傷性事件 / 創傷評估 / 創傷預防
406,晚輩受長輩關愛的敬語。[例]垂愛、垂詢、垂念,垂,To bestow affection or care from a senior to a junior; a respectful term indicating that a junior is receiving kindness or attention from a senior.,對晚輩表示關愛或關心的敬語。,受到教導的長輩對晚輩表示垂訓，讓他們倍感珍惜。 / 我很感激長輩的垂愛，讓我在成長的過程中更有信心。 / 每當我遇到困難時，總能感受到父母的垂關心，讓我倍感溫暖。 / 垂詢學長的意見，讓我對未來的方向更加清晰。 / 雖然他身處異國，但我依然能感受到祖母的垂念，讓我倍感親切。 / 感謝您的垂教，這些寶貴的經驗將伴隨我一生。 / 學校的老師對於學生的未來深表垂愛，經常舉辦職涯規劃講座。 / 在我面臨選擇時，好友的垂詢讓我重新思考了我的決定。 / 每當節日來臨，我都能體會到親戚們對我的垂關心，讓我感受到家庭的溫暖。 / 垂詢專家的建議，對於解決這個複雜問題非常有幫助。 / 感謝您對我的垂恩，讓我在困難時刻感受到支持和力量。,vs-t,垂愛 / 垂詢 / 垂念 / 垂教 / 垂訓 / 垂問 / 垂惠 / 垂恩 / 垂慈 / 垂青
406,東西一頭由上直掛而下。[例]垂掛、垂釣、垂涎,垂,To hang down vertically.,東西一頭由上直掛而下。,树枝上垂着一串晶莹的露珠，让清晨的空气更加清新。 / 她的长发在微风中轻轻垂落，给她增添了一丝温柔。 / 夕阳西下，天边的云彩慢慢垂染上了金黄色，令人感叹大自然的美丽。 / 他心情不好时，总是垂着头，不愿意和周围的人交谈。 / 小孩在公园里垂下手，专心观察地上的小虫子，显得十分投入。 / 她坐在窗边，望着远方的山峦，心中不禁泛起了一阵思念，眼眸微微垂下。 / 老人在街角静静地垂下手，似乎在回忆年轻时的点点滴滴。 / 随着夜幕降临，星星在天空中逐渐显现，仿佛在垂直地闪烁着光芒。 / 弓箭手专注地瞄准目标，手中的弓箭垂直于地面，充满了力量。 / 悬崖边，藤蔓垂下，像一条绿色的丝带，在风中轻轻摇曳。 / 在博物馆里，古老的画作挂在墙上，画中人物的目光似乎也在垂视着观众。,vp-i,垂直线 / 垂头丧气 / 垂钓线 / 垂涎三尺 / 垂下头 / 垂青人 / 垂直的线条 / 安静地垂下 / 垂涎欲滴的美食 / 由高处垂下
