number,old_definition,word,translation,definition,example_sentences,part_of_speech,collocations
179,沒有察覺、感覺不到。[例]春眠不覺曉，處處聞啼鳥。（唐．孟浩然〈春曉〉詩）,不覺,Unaware; not perceptive or cognizant.,沒有察覺或感覺不到。,看書看久了，不覺眼睛有些疲勞。 / 大家在聚會上談得很高興，不覺已經聊了幾個小時。 / 走在樹林裡，聽著風吹，不覺心情變得平靜。 / 小孩子們在草地上玩耍，不覺天色已經變暗。 / 我在海邊散步，聽著海浪聲，不覺時間過得很快。 / 春眠不覺曉，處處聞啼鳥。 / 他在廚房忙碌，不覺手上的菜刀已經切了好幾種食材。 / 她專心畫畫，不覺周圍的人已經變得少了。 / 看著老照片，不覺心中湧起了許多回憶。 / 在音樂會上，音樂響起時，不覺已被曲調深深吸引。 / 我在咖啡館裡看著窗外，不覺雨已經下了很久。,adv,春眠不覺 / 時光不覺 / 忙碌不覺 / 深夜不覺 / 冷風不覺 / 一陣不覺 / 笑容不覺 / 思念不覺 / 生活不覺 / 高興不覺
180,形容狀況很差。表示程度深。[例]破爛不堪、痛苦不堪,不堪,Extremely bad; describing a situation as very poor or unbearable.,形容狀況非常差，表示程度很深。,經過一夜暴風雨的侵襲，這片農田變得淒涼不堪，昔日的繁茂已不再。 / 總經理對公司的財務狀況感到擔憂，因為不堪重負的債務讓他難以入睡。 / 這部電影的某些場景太過血腥，可謂不堪入目，讓觀眾倍感不適。 / 他在外求學，想回到家鄉卻又不堪回首過去的種種，心中感慨萬千。 / 這幅畫的色調黯淡，呈現出戰後國家牆角草叢的寂靜和不堪的景象。 / 她因為工作的壓力而精疲力竭不堪，連夢中都在思考如何解決那堆積如山的報告。 / 晚上的街道因為暴雨的沖刷，路面變得泥濘不堪，行人都小心翼翼地避開。  / 老校友聚會時，大家聊起曾經的校園生活，但有些往事卻因痛苦而不堪回首。  / 這本書描寫了戰爭帶來的災難，許多故事讓人感到心痛不堪，無法輕易忘懷。  / 今日的會議因為種種混亂而氣氛緊張不堪，參與者都感到壓力山大。  / 他在孤獨的夜晚，回想起過去的美好時光，卻又因為失去而感到不堪承受的悲傷。,adv,痛苦不堪 / 不堪入目 / 不堪回首 / 不堪重負 / 精疲力竭不堪 / 忍受不堪 / 淒涼不堪 / 驚恐不堪 / 疲憊不堪 / 狀況不堪
180,無法忍受。[例]不堪龐大的債務壓力，他只好向親友尋求救助。,不堪,Unable to bear; to suffer from something unbearable.,無法忍受的狀態或程度。,他的心情到了不堪忍受的境地，終於決定尋求專業的心理輔導。 / 昨晚的噪音讓她不堪其擾，早上幾乎沒有休息好。 / 面對不堪的現實，他只好硬著頭皮繼續前行。 / 過度的工作壓力讓他感到不堪重負，必須找時間休息。 / 這幅畫的風格讓人不堪入目，難以相信這是出自名家之手。 / 他面對不堪回首的過去，心中充滿了無奈與哀傷。 / 這場比賽的失利讓球隊的士氣不堪一擊，大家都感到失望。 / 目睹這樣的不公，他的心中燃起了不堪忍受的憤怒，決定站出來發聲。 / 她的生活陷入不堪的困境，朋友的支持成了她最大的安慰。 / 這部電影的情節雖然感人，但某些畫面讓觀眾感到不堪入心。 / 對於不堪設想的未來，他選擇用努力工作來改變現狀。,vs-i,不堪重負 / 不堪一擊 / 不堪入目 / 不堪設想 / 不堪回首 / 不堪忍受 / 不堪言喻 / 不堪入耳 / 不堪的痛苦 / 不堪的困境
180,不能勝任。[例]不堪負荷,不堪,Incapable; unable to bear or withstand.,難以勝任某種事物或承受某種負擔。,這個城市的交通已經不堪負荷，常常出現嚴重的堵塞問題。 / 他的身體狀況不堪一擊，經不起長時間的勞累。 / 她工作壓力過大，經常感到不堪重負，讓她想要休息一下。 / 這部電影的情節不堪入目，讓觀眾感到非常不適。 / 最近的天氣異常炎熱，讓許多人感到精神不堪忍受。 / 面對如此繁重的工作，他感到不堪其擾，常常想要逃避。 / 這位老人的故事充滿了悲傷，讓聽者不堪回首過去的種種。 / 學校的課程安排得非常緊凑，學生們常常覺得不堪其煩，每天都要學習到很晚。 / 社交媒體上的負面消息讓他感到不堪承受，決定暫時關閉帳號避難。 / 在這場比賽中，他遭遇的對手實力強大，讓他的信心不堪一擊。 / 這首歌的旋律如此悲傷，聽後讓人不堪入耳，心情變得更加沉重。,va-i,不堪負荷 / 不堪忍受 / 不堪重負 / 不堪一擊 / 不堪回首 / 不堪入目的 / 不堪煩惱 / 不堪重用 / 不堪其擾 / 不堪期待
181,必須，不能有所缺少。[例]水是不可或缺的民生必需品。,不可或缺,Essential; Indispensable; Necessary; Required.,必須存在，不能缺少。,在一個團隊中，每個成員都是不可或缺的一部分。 / 學習外語的過程中，實際運用和練習是不可或缺的。 / 家庭的支持對於孩子的成長來說是不可或缺的。 / 為了創造出成功的產品，市場調查絕對是不可或缺的步驟。 / 在這場比賽中，團隊合作是取得勝利的不可或缺的因素。 / 音樂在我們生活中扮演著不可或缺的角色，讓人們的情感得以表達。 / 環保教育是當代社會發展中不可或缺的一環。 / 在醫療體系中，護理人員是不可或缺的重要角色。 / 隨著科技進步，對於專業人才的需求愈加不可或缺。 / 為了保持心理健康，適當的休息和放鬆是不可或缺的。 / 在學校教育中，品德教育被視為不可或缺的課程之一。,idiom,不可或缺的元素 / 不可或缺的資源 / 不可或缺的角色 / 不可或缺的技術 / 不可或缺的支持 / 不可或缺的服務 / 不可或缺的知識 / 不可或缺的工具 / 不可或缺的因素 / 不可或缺的人才
182,充滿、遍布。[例]他雖然只有五十來歲，臉上卻已布滿了皺紋。,布滿/佈滿,To be covered or filled with something in abundance.,充滿且遍布某種事物。,他的臉上布滿了笑容，讓人感到溫暖和親切。 / 在春天，公園裡布滿了五顏六色的花朵，吸引了許多遊客前來觀賞。 / 秋天來臨時，樹林裡的葉子布滿了金黃色，景色美得讓人驚嘆。 / 她的心中布滿了對未來的憧憬，讓每天都充滿了期待。 / 老師的黑板上布滿了學生們的創意畫作，展現了他們的想像力。 / 星空布滿了閃爍的星星，讓人不由自主地驚嘆宇宙的浩瀚。 / 他家牆上布滿了旅行的照片，記錄著每一段珍貴的回憶。 / 音樂會上，樂器的聲音布滿了整個空間，讓所有人都陶醉在美妙的旋律中。 / 在漫畫展上，展覽館的空間布滿了各式各樣的漫畫作品，吸引了許多漫畫愛好者。 / 她的書桌上布滿了各種學習資料，顯示出她對知識的渴望與追求。 / 沙灘上布滿了來自海洋的貝殼，讓每一位遊客都能感受到大自然的奇妙。,vp-i,沉默的空間 / 樹葉皺褶 / 皺紋臉 / 星星天空 / 漂亮的花朵 / 笑容臉龐 / 充滿活力 / 生活布滿艱辛 / 記憶心中 / 聲音四處
183,凹凸、不平坦。[例]高低不平、起伏不平,不平,"Uneven; referring to a surface that has dips and rises, not flat or smooth.",表面有凹凸，沒有平坦。,這條路非常不平，開車時要特別小心。 / 椅子的高度不平，坐下來會感到不舒服。 / 我的房間地板有些不平，難怪家具總是歪歪的。 / 公園裡的步道不平，走起來需要花點力氣。 / 這片土地不平，造成了排水的問題。 / 在登山時，有些路段非常不平，讓我感到很挑戰。 / 這個音樂盒的表面不平，影響了它的演奏品質。 / 我在家裡發現桌面不平，東西總是滑來滑去。 / 這段路程不平，讓騎自行車的人感到十分吃力。 / 甲板上有些地方不平，行走時要特別注意安全。 / 這個地方的地面不平，容易讓人絆倒。,a,高低不平 / 道路不平 / 地面不平 / 心情不平 / 價格不平 / 社會不平 / 情緒不平 / 成績不平 / 生活不平 / 競爭不平
183,不公平。[例]分配不平、分贓不平,不平,Unfair; lacking justice or equality.,分配或待遇不公平，讓人感到不滿。,在工作中，員工感到薪資待遇不平，影響了團隊士氣。 / 社會上存在著資源分配不平的問題，導致貧富差距越來越大。 / 當孩子們意識到遊戲規則對某些人不平時，他們會開始質疑這樣的公平性。 / 在學校裡，學生們常常討論到校內活動的資源分配不平，影響了他們的參與熱情。 / 一些社區的公共設施建設不平，讓居民們感受到被忽視的失望與不滿。 / 友人的支持和關心在情感表達上常常出現不平，讓我覺得有些被冷落。 / 在競技體育中，選手們對於裁判判決的不平感到憤怒，認為這影響了比賽的公正性。 / 在家庭中，兄弟姐妹之間的財產繼承分配若不平，容易引發矛盾和爭執。 / 職場上，不同部門之間的機會不平，讓員工對公司的前景感到焦慮和無奈。 / 隨著環境問題的加劇，某些地區受到的影響和資源保護措施出現不平，引發了民眾的擔憂。 / 在名人社交平台上的曝光率不平，導致許多新興網紅感到焦慮和挫敗。,vs-adj/N,待遇不平 / 資源不平 / 機會不平 / 權利不平 / 分配不平 / 競爭不平 / 利益不平 / 情況不平 / 批評不平 / 價格不平
183,心中不滿意。[例]抱不平、憤憤不平,不平,To feel dissatisfied or unjust; to express grievance or resentment.,心中對某事或某人感到不滿，常常帶有強烈的情緒。,他的好友遭受不公平的待遇，他心中感到非常不平，決定站出來為她發聲。 / 在這次比賽中，他的努力被忽視，讓他對評審的選擇感到不平，心中充滿了失落。 / 聽到那個故事後，大家都對事件的結果感到不平，紛紛表示希望能改變現狀。 / 這位年輕的記者對社會不公的現象十分敏感，常常在報導中表達自己不平的情緒。 / 她對朋友的不幸遭遇感到不平，決定組織一場公益活動來支持他。 / 看到同事因為小錯誤而被嚴厲批評，他心中感到不平，覺得應該給予更多的理解與支持。 / 當聽到那位老人的故事時，大家心中都感到不平，渴望能為他做些什麼來改善他的生活。 / 在這部電影中，主角面對的不平等待遇引起了觀眾的共鳴，讓人們重新思考公平的意義。 / 她在學校的評價被低估，心中充滿不平，因此開始尋求更多的機會來證明自己。 / 社區中的居民對環境污染問題感到不平，紛紛參加會議討論如何改善現狀。 / 這次調查顯示，某些群體受到的不平等待遇引發了廣泛的關注與討論。,vs-i/N,抱不平 / 憤憤不平 / 不平的聲音 / 不平的情緒 / 不平的待遇 / 勇於不平 / 不平之鳴 / 不平的心情 / 大聲不平 / 心懷不平
184,不符合現實狀況或需要。[例]他腦子裡想的都是些不切實際的怪點子。,不切實際,Unrealistic; not in line with reality or practical needs.,不符合現實狀況或需要。,他的計畫聽起來很有創意，但實際上是非常不切實際的。 / 我們必須設定一些可行的目標，而不是不切實際的期望。 / 老闆對我們提出的要求不切實際，讓我們無法完成工作。 / 設計師的方案雖然迷人，卻因為材料和時間的限制而顯得不切實際。 / 他的夢想雖然美好，但實際操作起來卻非常不切實際。 / 講求和平的理想不應該被視為不切實際，而應該成為我們努力的方向。 / 不切實際的預算讓這個項目難以推進，最終不得不暫停計畫。 / 他提出的解決方案雖然聽起來不錯，但在現實中實施起來十分不切實際。 / 政府的政策如果不考慮民眾的實際需求，就會被批評為不切實際。 / 我們不應該對自己的能力有不切實際的評估，這樣會導致失敗的風險。 / 他一直迷戀於不切實際的幻想，卻忽略了現實生活的挑戰。,vs-adj,不切實際的計劃 / 不切實際的目標 / 不切實際的期望 / 不切實際的需求 / 不切實際的想法 / 不切實際的標準 / 不切實際的做法 / 不切實際的問題 / 不切實際的建議 / 不切實際的情況
185,時時、經常。[例]除了一日三餐之外，母親還不時做些精緻的點心給我們吃。,不時,Frequently; occurring at all times or repeatedly.,時時、經常。,朋友不時邀請我去他家喝茶，讓我感到很開心。 / 這部電影不時上映不同版本，吸引了許多影迷的注意。 / 我不時在公園散步，享受大自然的美好。 / 馬路上不時出現交通警察，維持交通秩序。 / 老師不時發佈作業，確保我們能夠掌握課程進度。 / 經理不時舉辦團隊建設活動，以增進同事之間的合作與默契。 / 我不時去書店逛逛，尋找有趣的新書來閱讀。 / 這家餐廳的菜單不時更新，讓顧客每次來都有新驚喜。 / 我不時與老朋友聯繫，分享彼此的生活點滴。 / 在週末，家裡的不時來客讓我們的聚會充滿了熱鬧的氣氛。 / 他不時參加志願活動，展現出關心社會的熱情。,adv,不時[聯繫] / 不時[提醒] / 不時[更新] / 不時[聚會] / 不時[聊天] / 不時[發展] / 不時[分享] / 不時[問候] / 不時[鍛鍊] / 不時[學習]
185,不合時、不適時。[例]不時不食、風雨不時,不時,Out of season; not timely or appropriate.,不合時或不適時。,這個地區的天氣變化不定，常常不時下雨。 / 我在路上開車時，不時遇到堵車的情況，讓我十分煩躁。 / 這部電影不時出現一些驚悚的場景，讓觀眾們感到緊張。 / 她不時提到自己的旅游計劃，讓我們都期待她的冒險故事。 / 在日常生活中，我們不時需要反思自己的選擇，以便做出更好的決策。 / 他不時對自己的職業生涯進行規劃，希望能有更好的未來。 / 在討論這個問題時，我不時會插入一些自己的觀點，以便引起大家的注意。 / 這本書的內容不時讓我感到共鳴，彷彿在講述我的人生故事。 / 不時聽到朋友們談論他們的工作經歷，讓我對職場生活充滿好奇。 / 在這座城市生活久了，發現不時能碰到以前的老朋友，讓人倍感溫馨。 / 這個展覽不時推出新的藝術作品，吸引了眾多藝術愛好者前來參觀。,adv,不時之需 / 不時出現 / 不時提及 / 不時反思 / 不時思考 / 不時討論 / 不時猶豫 / 不時不安 / 不時更改 / 不時緊急
185,臨時、在預料之外的。[例]出門在外總要隨身帶些錢，以備不時之需。,不時,Unexpected; Temporary; Occasional.,臨時的情況或需求，通常不在預料之內。,遇到突發事件時，我們總是需要冷靜以應對不時之需。 / 在旅行的過程中，總會遭遇不時的天氣變化，得隨時調整計畫。 / 生活中不時會發生一些意外情況，讓我們學會了靈活應對各種挑戰。 / 醫藥箱裡的藥品需要定期檢查，以備不時之需，確保家庭成員的健康。 / 在公司裡，主管不時會召開會議，檢討進度和解決遇到的挑戰。 / 雖然計畫已經擬定，但不時仍需要根據實際情況做出調整。 / 在家裡，我們不時必須清理和整理東西，以保持環境的整潔。 / 他會不時去圖書館閱讀，尋找靈感和知識，以提升自己的專業能力。 / 好的健康習慣不時需要重新評估，以確保我們的身體狀況始終良好。 / 在市場上，產品的需求不時會變化，企業必須隨時掌握最新動態。 / 她不時會聯絡老朋友，維持這段珍貴的友誼，以應對生活中的孤獨時刻。,adv,不時需要 / 不時注意 / 不時準備 / 不時出現 / 不時提醒 / 不時變化 / 不時評估 / 不時更新 / 不時調整 / 不時光顧
186,布置、安排。[例]警察已在各重要路口完成部署，相信很快便能逮到歹徒。,部署,To deploy or arrange in an organized manner.,進行布置和安排，使各項工作或任務能夠順利進行。,警方在每個重要路口都已經完成部署，以加強治安。 / 面對即將到來的颱風，政府迅速部署救災人員，以保障居民的安全。 / 公司為了提升工作效率，最近對員工的任務部署進行了調整。 / 在戶外音樂會之前，工作人員仔細部署了安全措施，以確保活動順利進行。 / 隨著新產品的上市，市場部門也安排好了營銷策略的部署。 / 為了提升運動表現，教練對訓練計劃進行了全面的部署。 / 當前疫情嚴重，醫療機構已部署足夠的醫護人員以應對需求。 / 為了確保學生的安全，學校在開學前完成了防疫措施的部署。 / 隨著年底的到來，財務部門開始部署預算審核的相關工作。 / 為了促進團隊合作，領導特意部署了跨部門協作的計劃。 / 鑒於國際形勢的變化，政府對外交政策進行了戰略性的部署。,va-t/N,進行部署 / 完成部署 / 確定部署 / 安全部署 / 戰略部署 / 人員部署 / 重要部署 / 明確部署 / 工作部署 / 有效部署
187,不恰當、不宜。[例]當初雙方雖是口頭約定，但中途毀約恐怕不妥。,不妥,Inappropriate; not proper or suitable.,不恰當或不宜。,這篇文章裡的評價不妥，容易引起誤解。 / 如果我們不尊重別人的意見，這種態度是不妥的。 / 在會議上提出這樣的問題，時機不妥，可能會引起不必要的爭議。 / 他對同事的批評方式不妥，導致大家的氣氛變得緊張。 / 她的建議雖然出於好意，但在當前情況下是不妥的。 / 大家都知道，當時提出這樣的計畫是不妥的，因為資源有限。 / 在這個場合談論私事，顯然是不妥的，應該專注於工作。 / 對於這個敏感話題，他的回應不妥，讓在場的人感到尷尬。 / 在國際會議上，發言內容如果不夠謹慎，可能會被認為不妥。 / 他的行為在大眾面前是不妥的，容易損害自己的形象。 / 如果我們忽視團隊的規則，這樣的做法是不妥的，會影響整體效率。,vs-adj,想法不妥 / 這樣做不妥 / 行為不妥 / 提議不妥 / 評價不妥 / 時機不妥 / 方式不妥 / 決定不妥 / 回應不妥 / 觀點不妥
