number,old_definition,word,translation,definition,example_sentences,part_of_speech,collocations
549.0,冒犯、觸怒。[例]他生性高傲，目中無人，因此時常得罪別人。,得罪,To offend or provoke anger in someone.,冒犯或觸怒他人。,我不想得罪任何人，所以在聚會上我都保持沉默。 / 他常常直言不諱，結果不小心得罪了不少同事。 / 謹慎的選詞可以幫助你避免得罪別人。 / 如果不小心得罪了朋友，一定要主動道歉，否則關係會變得尷尬。 / 常常無意間得罪別人的人，往往不知道自己說了什麼不當的話。 / 他在會議上批評了上司的提案，結果得罪了上司。 / 我真的不想得罪我的鄰居，但他們的噪音實在讓我無法忍受。 / 在這種文化中，得罪長輩被視為非常不尊重的行為，因此大家都十分小心。 / 有些人因為過於坦率，經常得罪那些喜歡討好的人。 / 我希望我的評論能夠建設性，不想得罪對我意見不一致的專家。 / 在社交場合，得罪客人會影響公司的聲譽，因此員工需要學會恰當應對。,va-t,得罪別人 / 得罪朋友 / 得罪同事 / 得罪上司 / 得罪客人 / 得罪長輩 / 得罪群眾 / 得罪敵人 / 得罪觀眾 / 得罪公眾
550.0,上場。[例]今晚的壓軸節目即將登場，請大家拭目以待。,登場,To appear on stage or come into the spotlight.,指的是某人或某事在特定場合或時間出現，通常帶有重要性或期待感。,這部新劇的女主角今天正式登場，讓大家期待不已。 / 在電影的高潮部分，反派角色驚喜登場，使情節更加緊張。 / 每次影展上，她的作品都會登場，引起不少觀眾的關注。 / 隨著音樂會的開始，樂團也正式登場，為大家帶來美妙的旋律。 / 這位知名歌手的最新專輯在今晚的演唱會上首次登場，粉絲們激動不已。 / 在這個特別的活動中，新產品正式登場，吸引了大量媒體的注意。 / 這位新晉作家的小說在書展上首次登場，令許多讀者期待閱讀。 / 隨著時尚秀的開幕，設計師的最新系列也登場，令觀眾驚艷不已。 / 在這場競賽中，新選手的精彩表現讓他們首次登場時便引起了評審的關注。 / 這部動畫片的主角在最新的一集里終於登場，讓粉絲們期待已久的故事得以繼續。 / 在今晚的頒獎典禮上，首次登場的年輕藝術家獲得了觀眾的熱烈掌聲。,vp-i,正式登場 / 角色登場 / 新作登場 / 驚喜登場 / 精彩登場 / 演出登場 / 話題登場 / 獎項登場 / 時間登場 / 大會登場
550.0,五穀成熟。[例]五穀登場、新穀登場,登場,To harvest or gather the mature grains.,五穀成熟，開始收穫。,農村裡，一片金黃的稻穀登場，預示著豐收的季節來臨。 / 每年秋季，五穀登場的時候，農民們都忙著收割。 / 今年的氣候很好，農田裡的穀物都十分成熟，隨時可以登場收割。 / 隨著科技的進步，新型穀物的品種紛紛登場，讓農業生產效率提高。 / 在傳統節慶中，人們會舉行祭典，感謝大地的恩賜，迎接五穀登場的時刻。 / 隨著季節的變遷，新穀登場讓市場上的食品更加多樣化。 / 農夫們在秋日的陽光下，欣喜地看著五穀登場，心中充滿了期待。 / 隨著雨水充足，田野裡的穀物茁壯成長，成熟的時候即將登場。 / 每當五穀登場，村子裡就會舉辦豐收慶典，大家一起分享喜悅。 / 隨著新的農業技術推廣，更多的糧食作物也開始登場，為農村帶來新的希望。 / 秋穀登場的時候，空氣中彌漫著稻香，讓人心醉神迷。,vp-t,五穀登場 / 豐收登場 / 新穀登場 / 熟穀登場 / 秋穀登場 / 鮮穀登場 / 稻穀登場 / 壯麗登場 / 美穀登場 / 好穀登場
551.0,品級、次第。[例]果農將水果區分等級包裝出售。,等級,"Grade or level; a classification system that indicates the quality, rank, or order of items or categories.",品級、次第。,在這次的考試中，學生們的表現使得他們的學術等級得到提升。 / 國際間的貿易，常常需要依據商品等級進行分類和定價。 / 體育競賽中，選手們的獎勵等級會根據他們的成績而定。 / 醫療服務的質量，常常由服務等級來衡量，影響患者的選擇。 / 在求職面試中，應徵者的工作經驗會影響他們的職位等級。 / 評價等級系統幫助公司更有效地管理員工的表現，以便給予相應的獎勵。 / 學校制定的課程等級標準，使學生能依照自己的能力選擇適合的學習計畫。 / 環保產品的市場需求，越來越受到商品等級的影響，消費者更加注重品質。 / 在某些專業領域，研究成果的學術等級直接關係到發表論文的機會。 / 顧客服務的回饋，經常用服務等級來評估，以提升整體顧客滿意度。 / 不同等級的學習資料，能幫助學生更好地理解和掌握課程內容。,n,商品等級 / 食品等級 / 評價等級 / 能力等級 / 產品等級 / 獎勵等級 / 職位等級 / 學術等級 / 服務等級 / 課程等級
552.0,以塑膠、細竹或鐵絲做骨架，外表糊上紗、紙，並用蠟燭、電燈做光源的燈具。可以提、掛，作為裝飾品或照明用具。[例]每逢廟會，社區裡便掛起一排排紅色燈籠，增添不少熱鬧的氣氛。　◎,燈籠,"A lantern; a decorative light fixture with a frame made of plastic, fine bamboo, or wire, covered with silk or paper, and using candles or electric lights as the light source. It can be carried or hung, serving as both a decoration and a source of illumination.",以塑膠、細竹或鐵絲做骨架，外表糊上紗或紙，並用蠟燭或電燈做光源的燈具。可以提、掛，作為裝飾品或照明用具。,在每年的燈籠節，孩子們都會提著自己的燈籠，歡樂地遊行。 / 燈籠的光晃動著，為夜晚增添了一絲溫暖的氛圍。 / 中秋節時，家家戶戶都會擺上燈籠，象徵著團圓和祝福。 / 老師帶領學生們參加燈籠製作課程，讓大家體驗傳統工藝的魅力。 / 我們在公園裡看到許多精美的燈籠，吸引了不少遊客前來拍照。 / 在中國文化中，燈籠常常用來表達吉祥和祝福的心意。 / 每到春節，街道上都會懸掛紅色燈籠，營造出喜慶的節日氛圍。 / 燈籠上繪製的圖案各具特色，展現了不同地域的文化風情。 / 夜晚，我們圍坐在篝火旁，提著燈籠，享受著這份靜謐與美好。 / 在某些傳統節慶中，燈籠不僅是裝飾品，還承載著人們的故事和願望。 / 參加燈籠展覽，讓我更加了解燈籠在中國歷史中的重要地位。,n,一個燈籠 / 紅色燈籠 / 彩色燈籠 / 燈籠節 / 懸掛燈籠 / 中秋燈籠 / 燈籠的光 / 提著燈籠 / 燈籠裝飾 / 燈籠製作
553.0,從海上行進至陸地。[例]這次的強烈颱風，預計將在晚上七時登陸。,登陸,To make landfall; to advance from the sea onto land.,從海上行進到陸地。,這次的颱風預計將在晚上七點登陸，當地居民紛紛加固門窗以防止風雨侵襲。 / 漁民們聽說颱風即將登陸，決定提前回港，以保障自己的安全。 / 氣象專家警告說，這場強烈的颱風可能會帶來嚴重的登陸影響，居民應做好準備。 / 當颱風正式登陸時，海浪的巨響讓人感受到大自然的威力。 / 為了避免在颱風登陸期間發生意外，當地政府已經提前發布了警報。 / 氣象局表示，強颱風將於明天上午十點登陸，沿海地區的居民需注意防災準備。 / 在颱風登陸前，許多人紛紛前往超市購買生活必需品，以備不時之需。 / 專家提醒，這次颱風的登陸路徑可能會改變，建議民眾密切關注最新的氣象消息。 / 當地學校已經決定在颱風登陸期間停課，以確保學生的安全。 / 登陸後的暴雨預計將造成一定的淹水風險，居民應提高警惕，注意安全。 / 隨著颱風的登陸，氣溫驟降，許多人都感受到寒意的襲來。,vp-i,強颱風登陸 / 颱風登陸 / 登陸時間 / 登陸地點 / 登陸預報 / 登陸路徑 / 登陸災害 / 登陸影響 / 登陸情況 / 登陸警報
554.0,將不同的事物視為相同。[例]這兩個問題的性質迥異，不宜等同視之。,等同,To regard different things as equal or identical.,將不同的事物視為相同。,這兩個問題的性質迥異，不宜等同視之。 / 在現代社會，金錢的價值不等同於幸福的價值。 / 教育的目的不應該等同於單純的考試成績。 / 他們的角色在這個團隊裡不應該被等同起來，因為各自的專長不同。 / 等同於免費的服務，顧客可能會期待更多的附加價值。 / 不同文化之間的價值觀不宜等同，以免產生誤解。 / 在科學研究中，相關性不等同於因果關係，必須小心分析。 / 言語的表達方式不等同於內心真實的感受，很多時候人們會有所隱藏。 / 環保意識的提升不應該等同於個人行為的改變，還需要政策的支持。 / 心理健康的問題不應該被等同於軟弱，這是一個需要重視的議題。 / 在歷史的評價中，事件的影響力不等同於其表面的重要性，應深入探討。 / 「成功」的定義不應該等同於財富的擁有，更應該考慮到個人的滿足感。,vp-t/N,等同於概念 / 等同於事實 / 等同於標準 / 等同於意義 / 等同於價值 / 等同於定義 / 等同於角色 / 等同於身份 / 等同於目標 / 等同於效果
555.0,無靠背的坐具。[例]板凳、長凳　◎,凳子/凳,A bench or stool without a backrest; an unupholstered seating furniture.,無靠背的坐具，通常有四條腿。,公園裡有許多長凳子，方便民眾休息。 / 當我看書時，最喜歡坐在陽台的木製凳子上享受下午的陽光。 / 昨天我去朋友家，他的客廳擺了一張漂亮的圓形凳子，讓人感到很舒適。 / 在學校的操場旁邊，有幾張凳子供學生上課休息時使用。 / 因為聚會的人數不少，我在商店裡買了幾張新凳子，以便大家可以一起坐下來聊天。 / 隔壁鄰居家的院子裡擺著一張白色的凳子，時常吸引我小孩到那裡玩耍。 / 在咖啡廳裡，角落放著一排凳子，讓顧客可以隨意坐下享用飲品。 / 這件藝術品的靈感來自於一張古老的木凳子，展現了簡約而又獨特的設計風格。 / 每當我心情不好時，就喜歡坐在窗邊的那把凳子上，靜靜地思考生活。 / 我們打算在陽台上放一張小凳子，這樣就可以在晨跑完後好好休息一下。 / 昨晚的派對上，很多人都坐在我的新凳子上，讓整個環境顯得更加熱鬧。,n,一張凳子 / 兩把凳子 / 圓形凳子 / 長凳子 / 板凳子 / 木製凳子 / 戶外凳子 / 自製凳子 / 坐在凳子上 / 買凳子的地方
556.0,頂、支撐或抵抗。[例]抵著、抵住,抵,"To lean against, support, or resist.",頂住力量或壓力，支撐住。,他把椅子抵著牆，以便節省一些空間。 / 當風吹起來時，我抵著門，讓它不會被風吹開。 / 他努力抵住壓力，希望能在考試中獲得好成績。 / 在學校的時候，我們學習如何抵禦網路上的誘惑，以免影響課業。 / 遇到困難時，他總是抵住情緒，冷靜思考解決辦法。 / 他抵著身體，幫助朋友舉起重物。 / 經過長途跋涉，我們終於抵達了山頂，欣賞到了壯麗的風景。 / 當他感到疲倦時，仍然要強迫自己抵著困意，繼續工作。 / 在比賽中，她抵住競爭對手的壓力，最終贏得了冠軍。 / 雖然外面下著大雨，我們仍然抵住了風險，決定出門探險。 / 小孩們學習如何抵抗不良誘惑，培養良好的習慣。,vp-t,抵抗誘惑 / 抵擋攻擊 / 抵抗力下降 / 抵住壓力 / 抵擋敵人 / 抵制非法行為 / 抵抗疾病 / 抵擋風雨 / 抵擋挑戰 / 抵達目的地
556.0,價值相當，可互相頂換或消除。[例]抵債、抵命、抵償,抵,"To offset, counterbalance, or exchange; to regard as equal or equivalent.",具有相同價值，可以互相頂換或消除。,他的父母願意抵押房子，以便幫助他解決經濟困難。 / 如果你的債務太高，可能會導致銀行拒絕你抵押貸款。 / 在疫情期間，許多人選擇抵消一些不必要的開支，以應對財務壓力。 / 他用自己的存款抵償了部分學生貸款，減輕了負擔。 / 這公司計劃抵消去年產過程中所產生的碳排放，以達到環保目標。 / 如果你能提前還款，銀行可能會允許你抵減部分利息費用。 / 他們考慮抵換一些舊設備，以獲得新機器的折扣。 / 透過參加社區服務，學生們可以抵消他們的社會實習學分。 / 這筆獎金可以抵扣您下個月的房租，對於租客來說是個好消息。 / 他們希望能透過賣掉舊車，來抵補購買新車的費用。 / 為了減輕環保壓力，這家公司決定抵消其產品在市場上的碳足跡。,vp-t,抵債 / 抵償 / 抵押貸款 / 抵消利益 / 抵抗力 / 抵押品 / 現金抵用 / 抵消費用 / 抵觸法律 / 抵制誘惑
556.0,到達。[例]抵達、安抵家門,抵,To arrive or reach a destination.,到達某個地方，通常指經過一段時間或路程後的結果。,消防員們在大雨中順利抵達現場，立即展開救援行動。 / 他們的飛機提前抵達目的地，旅客們高興地提前下機。 / 在颱風過後，救災隊伍迅速抵達受災地區，幫助當地居民。 / 導演希望演員們能準時抵達排練場，以便充分準備新戲。 / 我們的火車雖然晚點，但最終還是安全抵達了終點站。 / 預定抵達時間是下午三點，大家都期待著見到久違的朋友。 / 送貨司機在預定時間內抵達客戶的公司，讓客戶感到滿意。 / 當探險隊終於抵達那片神秘的森林時，所有成員都充滿了期待和興奮。 / 他們乘坐的郵輪平安抵達了熱門旅遊目的地，遊客們迫不及待地開始探索。 / 醫療小組在接到通知後迅速抵達疫區，展開緊急救治工作。 / 雖然路途遙遠，但他們在清晨抵達了山頂，欣賞到壯麗的日出景色。,vp-t,抵達目的地 / 平安抵達 / 準時抵達 / 順利抵達 / 預定抵達 / 抵達現場 / 抵達時間 / 抵達地點 / 抵達後 / 雖然抵達
557.0,程度、境地。[例]事情已經到了這個地步，我還能說什麼呢？,地步,Extent or situation; indicates the degree or state of a matter.,程度和境地的意思。,事情發展到這個地步，我們只能接受現實。 / 她的經濟狀況到了無法負擔的地步，必須尋求幫助。 / 他們的爭執已經到了無法調和的地步，決定暫時分開。 / 這個問題若不儘快解決，將會發展到嚴重的地步。 / 他的健康狀況到了危險的地步，醫生建議立即住院治療。 / 我們的關係已經到了必須坦白的地步，否則將無法繼續。 / 學校的財政困難到了無法運行的地步，必須尋找新的資金來源。 / 社區的安全問題已經到了讓居民感到恐慌的地步，當局必須采取行動。 / 這項計劃若再拖延，恐怕會到了無法挽回的地步。 / 他的情緒已經到了無法控制的地步，朋友們擔心他的心理健康。 / 環境汙染的嚴重程度到了必須引起全社會重視的地步。,n,這種情況已經到了地步 / 我們的關係到了地步 / 事情發展到這個地步 / 他已經到了這個地步 / 不應該讓問題發展到這個地步 / 生活到了悲慘的地步 / 她的病情到了危急的地步 / 工作壓力到了無法忍受的地步 / 群眾的情緒到了失控的地步 / 感情已經走到這個地步
558.0,形容人的情緒或故事情節的發展過程中，呈現低落、停滯的狀態。[例]他希望藉由出國旅行，改善近來情緒低潮的狀況。,低潮,A low point; a state of stagnation or depression.,形容人的情緒或故事情節的發展過程中，呈現低落、停滯的狀態。,在最近的經濟下滑中，許多家庭面臨著生活的低潮。 / 有時候，因為工作壓力大，他感到情緒低潮，無法集中精神。 / 朋友們開始擔心他，因為他的情緒低潮似乎持續了很久。 / 在這段低潮過後，她決定參加心理諮詢，以改善自己的狀況。 / 透過運動和冥想，他逐漸走出了那段情緒低潮的時期。 / 在面對低潮時，她學會了如何尋求朋友的支持，讓自己感覺好一些。 / 他發現自己的事業陷入低潮後，開始考慮轉職以尋求新機會。 / 在經歷了一段感情低潮之後，他選擇了獨自旅行，重新認識自己。 / 她透過藝術創作，成功將情緒低潮轉化為激勵自己的力量。 / 在經歷低潮後，他開始閱讀自助書籍，希望能夠更好地理解自己的情緒。 / 這部電影巧妙地描繪了主角在低潮中掙扎，最終找到希望的過程。,n,情緒低潮 / 生活低潮 / 事業低潮 / 面對低潮 / 渡過低潮 / 陷入低潮 / 恢復低潮 / 走出低潮 / 改善低潮 / 反思低潮
558.0,潮汐起落的水位到達最低時稱為「低潮」。[例]每逢低潮，海中的一些暗礁便會露出水面。,低潮,"The lowest point of the tidal range, occurring when the water level is at its lowest due to the gravitational pull of the moon and sun.",潮汐起落的水位到達最低時稱為低潮。,每當潮水退去，海灘上便會出現許多美麗的貝殼。 / 漁夫們知道在低潮的時候，漁獲會比平常少得多。 / 在低潮期間，小孩們喜歡在沙灘上玩耍，尋找海螺和小魚。 / 對於海洋生物來說，低潮是它們尋找食物和栖息地的重要時刻。 / 通常在低潮的時候，潛水員能夠看到更多的海底景觀。 / 低潮時，海水會露出許多海藻，讓人們看到不一樣的海岸風景。 / 在低潮的情況下，很多小艇都無法出海，必須等待水位回升。 / 低潮時，礁石上經常能看到各種各樣的小生物，吸引了許多自然愛好者。 / 隨著低潮的到來，海面上的波浪也變得更加平靜。 / 低潮的時候，海岸線向外延伸，讓人們有機會探索更遠的地方。 / 無論是觀鳥還是攝影，低潮都是一個絕佳的時機，因為許多鳥類會在此時出現。,n,低潮的時候 / 在低潮中 / 經歷低潮 / 低潮的影響 / 低潮的時期 / 低潮過後 / 面對低潮 / 低潮與高潮 / 低潮期間 / 低潮的狀況
559.0,形容天色陰暗，雲層低厚。[例]今天下午天空低沉，好像快要下大雨了。,低沉,Gloomy; describing a state of darkness or overcast in the sky.,形容天色陰暗，雲層低厚。,最近的新聞總是給人一種低沉的感覺，讓人不自覺地感到壓力。 / 他在朋友面前表現得很開心，但其實心中隱藏著一種低沉的情緒。 / 經過這段低沉的時期，他終於找到勇氣重新開始自己的生活。 / 當我聽到他低沉的歌聲時，心中不禁感到一陣難過，彷彿也被他的情緒感染了。 / 這部電影的音樂伴隨著低沉的旋律，讓整個故事更加感人與真實。 / 當天氣變得低沉，陰雲密布時，我的心情也隨之變得沉重。 / 這幾天的低沉氣氛讓辦公室的同事們都感到疲憊不堪，似乎缺乏了斗志。 / 他在聚會上談笑風生，卻沒有人注意到他眼中閃過一絲低沉的孤獨。 / 望著窗外低沉的景色，我不禁回想起過去那些美好的時光。 / 在這個低沉的午後，我選擇閱讀一本書，試圖逃避現實的煩憂。 / 雜誌上的低沉報導讓我對未來產生了更多的疑慮和不安。,vs-adj,低沉的天空 / 低沉的雲層 / 天色低沉 / 低沉的氣氛 / 低沉的聲音 / 低沉的情緒 / 低沉的心情 / 低沉的雲 / 低沉的光線 / 低沉的陰雲
