number,old_definition,word,translation,definition,example_sentences,part_of_speech,collocations
474,有財有勢的人家。[例]論家財，論權勢，陳家也算是地方上有名的大戶。,大戶,Wealthy and influential family.,有錢有勢的人家。,在這個村莊裡，陳家是一個非常有名的大戶，擁有廣大的田地和許多商業資源。 / 大戶的婚禮常常吸引了全城的目光，因為他們的排場和慶祝方式都非常奢華。 / 雖然李家是個大戶，但是他們對待鄰居總是和藹可親，從不以財勢自居。 / 在這次慈善活動中，大戶們踴躍捐款，希望能幫助那些生活困難的人。 / 城市裡的大戶企業對經濟發展有著重要的影響力，帶動了無數的就業機會。 / 這位大戶的子女，因為家庭背景的關係，無論去哪裡都受到特別的關注和期待。 / 在古代，許多大戶常常與地方官員結盟，以增強自己的權力和影響力。 / 儘管是大戶，王家卻經常參與社區的志願服務，展現出他們對社會的責任感。 / 在拍賣會上，大戶們的競標讓許多珍品的價格瞬間攀升，顯示出他們的財力驚人。 / 大戶之家常常舉辦文化活動，讓更多人能夠欣賞到傳統藝術之美，促進了文化交流。 / 與大戶交往時，許多人常常感到壓力，擔心自己無法與他們的生活水平相匹配。,n,大戶家庭 / 大戶企業 / 大戶生意 / 大戶與小戶 / 大戶的財力 / 大戶的消費 / 大戶的影響力 / 與大戶交往 / 對大戶的期望 / 大戶和平民
474,股票術語。指進出股票數量與金額龐大者。[例]在股票市場上，大戶的進出對股價的影響頗大。,大戶,"A large investor or institutional investor in the stock market, characterized by significant buying and selling volumes.",在股票術語中，指進出股票的數量與金額非常龐大的人或機構。,在股市中，大戶的進出常常改變股價的走向。 / 如果大戶決定售出手中的股票，可能會引發市場的恐慌。 / 大戶的策略通常比小型投資者更為謹慎，有助於減少風險。 / 在分析股票市場時，觀察大戶的動向是投資者必不可少的步驟。 / 近期大戶增加對某科技股的投資，讓市場充滿了期待。 / 大戶在這個季度的資金配置策略十分謹慎，影響了整體市場情緒。 / 當大戶進行大規模買入時，市場上其他投資者也會受到影響，跟隨其步伐。 / 大戶的持股變化常常成為市場分析師的熱門話題，因為它們可能預示著未來的趨勢。 / 在股市波動時，大戶的動作往往能夠提供重要的市場訊號。 / 如果大戶開始集中投資於某個行業，這通常會吸引更多的關注與投資。 / 大戶的交易行為不僅影響股價，也對市場整體的流動性產生重大影響。 / 投資者應該密切關注大戶的動向，這對於制定有效的投資策略至關重要。,n,大戶交易 / 大戶資金 / 大戶持股 / 大戶影響 / 大戶動向 / 大戶買盤 / 大戶賣壓 / 大戶買入 / 大戶策略 / 大戶消息
475,大家。[例]大夥都期待著中秋節的烤肉聚餐。,大夥,Everyone; a collective term referring to all people or a group.,大家的意思是所有人一起，通常指一群人。,大夥一起討論這個問題，希望能找到更好的解決方式。 / 每年的年終聚會，大家都期待著美食和有趣的節目。 / 在這次的義工活動中，大夥都積極參與，希望能幫助更多有需要的人。 / 這個週末，大夥計畫一起去爬山，享受大自然的美好。 / 工作上遇到困難時，大夥互相幫忙，讓團隊更加團結。 / 大夥一起分享各自的旅行故事，讓晚會充滿了歡笑聲。 / 當聽到這個好消息時，大夥都忍不住歡呼起來，共同慶祝。 / 在籌備校慶活動的過程中，大夥平時都十分忙碌，卻仍然樂在其中。 / 每當節假日來臨，大夥都會策劃一次聚餐，增進彼此的感情。 / 在這次的讀書會上，大夥分享了自己喜歡的書籍，激發了更多的閱讀興趣。 / 大夥一起參加這場比賽，無論結果如何，大家都享受過程中的友誼與挑戰。,n,大夥一起去 / 大夥都知道 / 大夥分享 / 大夥討論 / 大夥聚餐 / 大夥一起努力 / 大夥參與 / 大夥的想法 / 大夥歡樂 / 大夥幫忙
476,大家。如：「前面不知道發生了什麼事情，大夥兒一起過去瞧瞧。」,大夥兒,Everyone; a term used to refer to a group of people collectively.,指的是所有人，通常用來表示一群人一起行動或討論。,現在是我們的午餐時間，大夥兒一起去食堂吃飯吧！ / 昨天晚上，我邀請大夥兒來我家看電影，氣氛非常熱鬧。 / 這次活動非常成功，謝謝大夥兒的努力和貢獻。 / 大夥兒經常在週末一起去爬山，享受大自然的美好。 / 我們在討論這個項目時，大夥兒都提出了很好的意見。 / 因為這次旅行，大夥兒感受到彼此之間的友誼更加深厚。 / 這個週末，大夥兒打算一起去參加音樂節，期待能有美好的回憶。 / 每年的年終聚會，大夥兒都會分享自己過去一年的故事和成就。 / 大夥兒在籌備這次慈善活動時，展現出了無比的熱情與奉獻精神。 / 當大夥兒聽到那個好消息時，大家都非常高興，忍不住一起慶祝。 / 在這次團隊建設活動中，大夥兒一起完成了挑戰，增進了相互之間的信任與合作。,n,大夥兒一起 / 大夥兒聚會 / 大夥兒聊天 / 大夥兒出遊 / 大夥兒幫忙 / 大夥兒參加 / 大夥兒討論 / 大夥兒高興 / 大夥兒熱情 / 大夥兒分享
477,彼此來往接觸。[例]公司裡的公關人員最擅於和各式各樣的人打交道了。,打交道,To have contact or dealings with someone; to interact or communicate with others.,彼此來往接觸，通常指人與人之間的互動。,他在國際公司工作，需要經常跟不同文化背景的人打交道。 / 她非常擅長與人打交道，經常能輕鬆化解尷尬的氣氛。 / 在社區服務中，志工們每天都要打交道，了解居民的需求。 / 這位公關專家透過與媒體打交道，提升了公司的知名度。 / 在旅行中，與當地居民打交道讓他更加了解那個地方的文化。 / 老師與學生打交道，不僅傳授知識，還要關心他們的情感。 / 他在市場工作，經常需要跟顧客打交道，了解他們的需求。 / 即使在網路時代，面對面打交道仍然能建立更深厚的人際關係。 / 在職場上，良好的溝通技巧可以幫助你更好地跟同事打交道。 / 她參加了許多商務活動，以拓展人脈，和潛在客戶打交道。 / 在志願活動中，習慣於與不同年齡層的人打交道，讓她的社交技能更強。,idiom,與人打交道 / 跟朋友打交道 / 跟同事打交道 / 跟客戶打交道 / 跟外國人打交道 / 老師與學生打交道 / 經常打交道 / 各種人打交道 / 在工作上打交道 / 面對面打交道
478,為些許小事而過分聲張、驚怪。[例]他只不過是打破了一個花瓶，又何必大驚小怪呢？,大驚小怪,To make a big fuss over a trivial matter; to overreact or show exaggerated surprise.,為些許小事而過分聲張或驚訝。,他只是一時不小心把水潑了出來，沒必要對這個小事大驚小怪。 / 如果每次都因為他的一些小錯誤而大驚小怪，大家都會很難受。 / 看到那隻可愛的小狗，朋友們都很興奮，但我覺得不用大驚小怪。 / 在這個比賽中，有人因為小失誤而被評審大驚小怪，實在不必要。 / 他的反應過於激烈，對於那件小事根本不必大驚小怪。 / 她只是一句玩笑話而已，何必對她的話大驚小怪呢？ / 在生活中，遇到一些小問題時，如果大家都大驚小怪，會影響團隊的氛圍。 / 那位老師對學生的輕微失誤大驚小怪，讓孩子們感到很緊張。 / 有人對於電影中的小情節大驚小怪，其實只是娛樂而已，不需要太在意。 / 對於那個不小心發出的噪音，樓上的鄰居大驚小怪，讓我們感到驚訝。 / 當她聽到那個小消息時，周圍的人都感到大驚小怪，其實只是小事一樁。,idiom,不必大驚小怪 / 何必大驚小怪 / 大驚小怪的反應 / 大驚小怪的事情 / 大驚小怪的表現 / 大驚小怪的人 / 讓人大驚小怪 / 大驚小怪的態度 / 對...大驚小怪 / 大驚小怪的聲音
479,本指圍棋盤面的大體形勢。後喻指各種事情的整體形勢。[例]為大局著想，他只好辭職引退了。,大局,"The overall situation or state of affairs; originally referring to the general pattern on a Go board, it now signifies the overall situation in various contexts.",本來指圍棋盤面的大體形勢，後來引申為各種事情的整體形勢或趨勢。,在這次會議上，大家都表達了為了大局著想，應該暫時放下彼此的分歧。 / 大家的努力不僅是為了個人的成就，更是為了國家的大局著想。 / 只要每個人都能放眼大局，團結合作，就一定能克服眼前的困難。 / 在做出重要決策之前，領導者必須充分考慮大局的影響。 / 在這場比賽中，選手們不僅要顧及自己的表現，更要為整個團隊的大局著想。 / 為了不影響大局，我們必須謹慎行事，避免任何可能的爭議。 / 在商業競爭中，能夠看清大局的企業往往能夠抓住更多的機會。 / 當前經濟形勢變化迅速，我們必須仔細分析大局，以制定合適的對策。 / 每當危機出現時，懂得控制大局的人能夠帶領團隊渡過難關。 / 在國際關係中，善於把握大局的領導者能夠促進和平與合作。 / 為了迎接新挑戰，我們需要重新評估並調整我們對大局的理解。,n,為大局著想 / 顧全大局 / 把握大局 / 影響大局 / 考慮大局 / 明白大局 / 控制大局 / 分析大局 / 看清大局 / 衝擊大局
480,大規模地發動或進行。[例]大舉入侵、大舉開發,大舉,In large scale; in a massive manner.,大規模地發動或進行某項行動。,公司為了提升業績，決定大舉投入廣告宣傳。 / 面對環境問題，政府計畫大舉資金投入綠能科技的發展。 / 隨著暑假來臨，旅遊業者大舉推出優惠景點，以吸引更多家庭旅客。 / 為了加強與國際間的聯繫，這個城市大舉舉辦文化交流活動。 / 新學期開始，學校大舉招募優秀教師，以提升教學品質。 / 為了應對疫情，醫療團隊大舉前往偏遠地區支援防疫工作。 / 這次選舉前夕，候選人們大舉舉辦結合新媒體的宣傳活動，力求吸引年輕選票。 / 面對公司內部改革的迫切需求，管理層決定大舉整頓組織架構。 / 隨著科技的快速發展，許多傳產企業大舉投資數位轉型，以保持競爭力。 / 為了保護文化遺產，相關單位大舉展開調查與修復工作。 / 這個暑假，許多青年志工大舉參與環保清理活動，展現社會責任感。,adv,大舉投資 / 大舉招聘 / 大舉開發 / 大舉宣傳 / 大舉擴張 / 大舉撤離 / 大舉抗議 / 大舉啟動 / 大舉調查 / 大舉整頓
480,重大的舉動。[例]圖謀大舉,大舉,A major or significant action.,重大而大規模的行動或舉動。,為了提升國際競爭力，政府計畫對科技領域進行大舉投資。 / 團隊在產品推出前夕，進行了大舉宣傳，以吸引更多消費者的注意。 / 今年的藝術博覽會上，許多國際藝廊都大舉參展，展示最新的藝術作品。 / 為了應對自然災害，志工們大舉動員，前往受災地區提供協助。 / 在選舉期間，各政黨都大舉展開競選活動，力求吸引更多選民的支持。 / 面對環境問題，社會各界呼籲政府大舉改革，推動可持續發展政策。 / 為了增進國際交流，學校今年將大舉派遣學生參加海外實習計畫。 / 在疫情爆發後，醫療團隊大舉前往疫區，為當地居民提供必要的醫療支持。 / 在夏季音樂節上，各大樂團都大舉演出，為樂迷帶來精彩的音樂享受。 / 為了促進經濟復甦，商業界正在積極籌劃大舉開展促銷活動。 / 為了提高公共安全，警方計畫在節假日期間大舉巡邏，確保市民的安全。,adv,大舉進攻 / 大舉宣傳 / 大舉撤退 / 大舉投資 / 大舉行動 / 大舉示威 / 大舉改革 / 大舉合作 / 大舉發展 / 大舉援助
481,明顯的使視野開展，見聞增加。[例]逛了一趟故宮，真是讓我大開眼界。,大開眼界,To have one's horizons broadened and gain new knowledge or experiences.,明顯地拓展視野，增加見聞。,這次的國際會議讓我大開眼界，了解了許多先進國家的科技創新。 / 參加這個文化交流活動讓我大開眼界，體驗到了不同的風俗習慣。 / 這本書的內容豐富多彩，讀完後我感到大開眼界。 / 聽了專家的講座，對這個領域的發展趨勢有了更深的理解，真是大開眼界。 / 參觀當地的農場，不僅學到了農業知識，還讓我大開眼界，了解了食物的來源。 / 這次的音樂節讓我大開眼界，感受到來自世界各地的音樂風格。 / 透過這部紀錄片，我對自然環境的保護意識得到了極大的提高，真是大開眼界。 / 在美術館欣賞到不同藝術家的作品後，我感到心靈被震撼到了，大開眼界。 / 這次的廚藝課程讓我學到了許多新的烹飪技巧，讓我真切地大開眼界。 / 參加志工活動，不僅幫助了他人，還讓我大開眼界，體驗到了不同的生活方式。 / 瀏覽這個互動網站，讓我接觸到前所未有的知識領域，著實大開眼界。,idiom,旅行可以大開眼界 / 這次經驗讓我大開眼界 / 看了這部電影，我感到大開眼界 / 新的觀點讓我大開眼界 / 參加這個活動讓我大開眼界 / 參觀博物館讓我大開眼界 / 大開眼界的旅行 / 學習新知識大開眼界 / 參觀不同文化大開眼界 / 網路資源讓我大開眼界
482,全心盡力。[例]大力幫助,大力,With great effort; indicating that something is done wholeheartedly and vigorously.,全心全力地去做某件事。,為了提升公司的競爭力，經理大力推動新的行銷策略。 / 在社區計畫中，志工們大力協助清掃街道，提高居民的環境意識。 / 這次展覽獲得了大力支持，吸引了眾多藝術愛好者前來參觀。 / 她在學校裡大力推廣閱讀，希望能激發更多學生對書本的熱愛。 / 政府計畫大力投資基礎建設，以改善交通擁堵的問題。 / 老師鼓勵學生大力參與課外活動，培養他們的團隊合作精神。 / 父母大力支持孩子的夢想，無論他們想追求什麼樣的職業。 / 這項新政策得到了專家學者的大力讚賞，認為能有效促進經濟發展。 / 籌備會議上，大家一致決定要大力改善會議流程，提高工作效率。 / 為了保護環境，社會各界都在大力推廣使用可再生能源。 / 在此慈善活動中，許多企業大力捐款，展現了對社會責任的承擔。,adv,大力支持 / 大力推動 / 大力發展 / 大力改善 / 大力促進 / 大力宣傳 / 大力參與 / 大力學習 / 大力改革 / 大力投資
482,大肆、努力。[例]大力鼓吹、大力推廣,大力,"Vigorously, enthusiastically, or with great effort; used to indicate strong support or promotion.",行動非常積極，並且強烈推動某個想法或行為。,政府應該大力支持綠色能源的發展，以減少對環境的影響。 / 社會各界人士都應當大力推廣環保意識，讓更多人參與到環保行動中來。 / 這次會議上，這位專家大力提倡使用公共交通工具來減少交通壅塞。 / 在疫情期間，醫療團隊大力宣傳防疫知識，幫助民眾了解如何保護自己。 / 學校大力鼓励學生參加志願服務，培養他們的社會責任感。 / 公司計畫大力投資於科技創新，以提升市場競爭力。 / 政府應大力促進文化交流，以增進國際間的理解與合作。 / 當前，社會需要大力反對任何形式的歧視，營造包容的生活環境。 / 在這場運動中，教練大力鼓勵隊員們，相信他們能夠超越自我，取得佳績。 / 為了促進經濟復甦，專家建議政府大力減稅，以刺激消費和投資。 / 社區最近大力舉辦健康講座，旨在提高居民的健康意識和生活質量。,adv,大力支持 / 大力推廣 / 大力宣傳 / 大力發展 / 大力促進 / 大力提倡 / 大力投資 / 大力鼓勵 / 大力反對 / 大力合作
483,仔細觀察估量。[例]他仔細的打量眼前這位陌生人。,打量,To observe and assess attentively.,仔細觀察某人或某物，並做出評估。,路過的行人都好奇地打量這座新落成的大樓。 / 他站在一旁，仔細打量著參賽者的作品。 / 在市場上，她小心翼翼地打量每一件商品的品質。 / 他打量著手中的地圖，試圖找到正確的路徑。 / 她用懷疑的眼光打量周圍的環境，似乎在尋找任何異常。 / 我打量著那幅畫，想要捕捉其中隱藏的情感。 / 在咖啡廳，他不經意地打量著進來的每一位客人。 / 朋友介紹的這家餐廳，讓我忍不住打量起菜單的每一項價格。 / 他在商場裡打量著不同品牌的運動鞋，希望找到合適的一雙。 / 我們需要打量整體情況，才能做出最佳的決策。 / 她仔細打量著這本書的封面，希望能從中感受到故事的魅力。,va-t,他細心的打量情況 / 她用懷疑的眼光打量周圍 / 我小心翼翼地打量這個人 / 他一直在打量這間店的裝潢 / 她冷靜地打量每個人的反應 / 我打量這幅畫的細節 / 他習慣性地打量過路人 / 她用挑剔的目光打量這件衣服 / 我們需要打量各種選擇 / 他打量情勢，決定接下來該怎麼做
484,大概、大要。[例]這篇文章大略在描寫華人在海外的奮鬥過程。,大略,Largely; roughly or approximately.,指大概和大要，主要描述事物的基本情況或主要內容。,這篇小說的大略情節是主人公尋找失散多年的親人。 / 他大略說了一下會議的內容，讓大家了解討論的方向。 / 老師大略解釋了這個概念，學生們似乎明白了。 / 我們大略估算了一下這次旅行的費用，結果發現相當可觀。 / 我的朋友大略描述了他的週末計劃，聽起來非常有趣。 / 這部電影的大略意思是講述了友誼的力量。 / 這份報告的大略內容涉及環境保護的重要性。 / 他在簡報中大略回顧了公司的歷史與發展。 / 我們大略討論了一下未來的合作方向，大家都對此很感興趣。 / 她大略分析了當前的市場趨勢，讓我們對未來有了更清晰的認識。 / 當地居民大略介紹了這個城市的歷史，讓我對這裡有了初步的了解。,adv,大略的情況 / 大略的描述 / 大略的內容 / 大略的意思 / 大略的方案 / 大略的計畫 / 大略分析 / 大略了解 / 大略預測 / 大略回顧
