number,old_definition,word,translation,definition,example_sentences,part_of_speech,collocations
145,疾病的實例。如某人曾患過某種疾病，即為此種疾病的病例。[例]醫生說像這種長期失憶後突然恢復的病例，並不多見。,病例,A case or instance of a disease.,疾病的實例。如果某人曾患過某種疾病，就算這種疾病的實例。,医生通过分析收集到的病例数据，找到了该疾病的症状与其潜在原因之间的关联。 / 这个病例引起了专家们的关注，因为它与之前的病例有很大的不同。 / 在这个医疗讲座上，医生分享了一些罕见病例，让听众更加了解这个疾病的复杂性。 / 疫情期间，公共卫生专家强调了追踪确诊病例的重要性，以便采取有效的防控措施。 / 这项研究的目的是通过广泛的病例观察，识别出这一疾病的早期警示信号。 / 医生通过仔细分析病例报告，发现了一个新的治疗方法。 / 在医院的病例讨论会上，医生们共同探讨了该病例治疗中的挑战和成功经验。 / 这个病例的独特之处在于，它展示了患者在短时间内惊人的康复能力。 / 研究人员希望通过对多个病例的比较，找出影响治疗效果的关键因素。 / 专家们积极收集病例，以建立一个全面的数据库，帮助未来的医学研究。 / 在这次医学会议上，医生分享了不同地区的病例，以探讨疾病传播的模式。,n,病例报告 / 确诊病例 / 临床病例 / 收集病例 / 患者病例 / 研究病例 / 常见病例 / 分析病例 / 观察病例 / 评估病例
146,士兵和武力裝備，泛指軍隊。如：「兵馬生活二十年」《水滸傳》第一○七回：「自此盧俊義等無南顧之憂，兵馬長驅直入。」《儒林外史》第四三回：「鼓樓坡來了大眾的兵馬，不計其數。」,兵馬,"Troops and military equipment; refers to soldiers and their weaponry, collectively indicating the military or armed forces.",指士兵和武器裝備，泛指軍隊。,為了保持國家的安全，我們需要持續增強兵馬的現代化。 / 歷史上，每當戰爭來臨，君主們都會迅速召集兵馬，準備迎擊敵軍。 / 他回憶起父親從軍的故事，心中充滿了對那支古老兵馬的敬意。 / 在戰爭期間，兵馬的糧草補給對勝負往往起著關鍵作用。 / 為了讓兵馬能迅速反應，我們必須加強軍事訓練和戰略規劃。 / 這位將軍的兵馬雖然精銳，但若無良好謀略，難以取得勝利。 / 當地百姓聽聞兵馬即將出征，紛紛前來送行，表達對軍人的敬佩。 / 這場比賽，運動員們的表現就如同一支訓練有素的兵馬，展現了團結與力量。 / 在古代，成功的統治者往往能夠靈活調配手中兵馬，征服廣袤疆土。 / 他對於歷史上那些兵馬倥傯的瞬間感到無比追憶，彷彿能夠聽見戰鼓的聲音。 / 兵馬未至，城中已經傳出緊張的氣氛，大家都在等待消息的來臨。,n,一支兵馬 / 一隊兵馬 / 壯大的兵馬 / 兵馬齊全 / 兵馬俱全 / 充沛的兵馬 / 兵馬合一 / 兵馬出征 / 兵馬未至 / 兵馬與謀略
146,借指戰爭。如：「兵馬倥傯」。宋．陳與義〈送人歸京師〉詩：「故園便是無兵馬，猶有歸時一段愁。」,兵馬,Warfare; A term referring to military forces and the state of war.,指的是軍隊和戰馬，借以比喻戰爭。,他父親年輕時曾經擔任將軍，指揮過千名兵馬。 / 古詩中常提到兵馬，將戰爭的壯烈景象描繪得淋漓盡致。 / 在詩詞中，兵馬象徵著國家的興衰與人民的苦難。 / 漁村的老者講述著昔日兵馬出征的故事，臉上流露著無限感慨。 / 他常常夢見自己身披鎧甲，率領兵馬征戰四方。 / 這部電影描寫了一場兵馬之戰，場面壯觀，令人震撼。 / 古代的兵馬不僅是武器的象徵，更代表了忠勇和奉獻的精神。 / 父親的書桌上擺著一幅古老的兵馬圖，勾起了我對歷史的興趣。 / 在這場角逐中，參賽者們如同英雄兵馬一般，不懼艱辛，勇往直前。 / 史書中記載了許多著名的兵馬故事，讓後人對那個時代充滿敬畏。 / 即使在和平年代，兵馬的管理與訓練仍然是國家安全的重要課題。,n,一場兵馬之戰 / 召集兵馬 / 指揮兵馬 / 兵馬出征 / 變動兵馬 / 壯觀的兵馬 / 強大的兵馬 / 不顧兵馬的後果 / 關於兵馬的安排 / 兵馬糧草
147,病狀、病容。[例]大病初癒，只見她仍是一身病態，打不起精神。,病態,Sickly; referring to a state or appearance that shows illness or poor health.,病狀和病容。,他在重病期間的病態讓人擔心，整個人看起來非常虛弱。 / 雖然她已經康復，但臉上的病態依然讓人感到心疼。 / 他的聲音沙啞，病態中透露出一絲無奈。 / 每當提到過去的痛苦經歷，她的眼神中都閃過一瞬的病態。 / 當醫生看到他的病態，馬上決定進行更深入的檢查。 / 他在重病期間的病態讓人擔心，整個人看起來非常虛弱。 / 雖然她已經康復，但臉上的病態依然讓人感到心疼。 / 他的聲音沙啞，病態中透露出一絲無奈。 / 每當提到過去的痛苦經歷，她的眼神中都閃過一瞬的病態。 / 當醫生看到他的病態，馬上決定進行更深入的檢查。 / 他在重病期間的病態讓人擔心，整個人看起來非常虛弱。 / 雖然她已經康復，但臉上的病態依然讓人感到心疼。,n,嚴重的病態 / 心理病態 / 生理病態 / 殘留的病態 / 展現病態 / 顯示病態 / 產生病態 / 測試病態 / 明顯的病態 / 典型的病態
147,不正常的狀態。[例]病態心理、社會病態,病態,A pathological state; Abnormal or unhealthy condition.,不正常的狀態。,在這個社會中，因為競爭激烈，病態的工作狂文化愈來愈常見。 / 有些人因為渴望成功，導致了病態的自我要求，常常感到焦慮不安。 / 病態的友誼關係往往充滿了控制與依賴，使人無法真正感到快樂。 / 過度的社交媒體使用，讓年輕人出現病態的比較心態，對自己的生活感到不滿足。 / 在一些家庭中，父母對子女有病態的期望，使得孩子承受了過大的壓力。 / 醫學研究指出，現代人越來越多人出現病態焦慮，影響了日常生活的品質。 / 某些競賽的壓力，使得選手們不得不面對病態的表現焦慮，影響了他們的心理健康。 / 許多人因社會期待而產生病態的完美主義，常常陷入自我懷疑的循環中。 / 在職場上，病態的競爭文化讓員工時常感到疲憊，難以享受工作本身的樂趣。 / 某些網絡社群的存在，讓年輕人形成了病態的依賴行為，影響了他們的現實人際關係。 / 在這個快節奏的生活中，許多人感受到病態的孤獨感，渴望卻又無法建立真實的連結。,n,病態心理 / 病態行為 / 病態關係 / 病態現象 / 病態反應 / 病態狀態 / 病態文化 / 病態自我 / 病態需求 / 病態依賴
148,生病的原因。[例]目前醫界對於許多疾病的病因，仍然無法清楚掌握。,病因,The cause of a disease; the underlying reason for illness.,生病的原因。,醫生告訴我，感冒的病因主要是病毒感染。 / 在這次健康講座中，專家分析了高血壓的病因與預防方法。 / 透過實驗室檢查，醫生得以確定我的皮膚問題的病因。 / 環境污染被認為是導致許多疾病病因之一。 / 了解病因對於開發有效的治療方案至關重要。 / 研究顯示，壓力可能是引發消化問題的主要病因。 / 醫學界對慢性疼痛的病因仍在持續探索，希望能找到更好的緩解方法。 / 經過多次檢查，醫生終於找到了我過敏反應的病因。 / 許多心理疾病的病因與遺傳、環境和生活經歷都有關聯。 / 在這本書中，作者深入探討了肥胖的各種病因與影響因素。 / 病因的研究幫助醫生更好地理解和治療患者的健康問題。,n,主要病因 / 確定病因 / 治療病因 / 病因與症狀 / 分析病因 / 探討病因 / 理解病因 / 搜尋病因 / 病因的研究 / 遺傳病因
149,疾病的症狀徵候。[例]很多病的病症起初都很不明顯，後來由於疏忽才轉為嚴重的疾病。,病症,A symptom or sign of a disease.,疾病的症狀和徵候。,如果你出現發燒和咳嗽的病症，應該立即就醫以避免病情惡化。 / 醫生告訴病人，病症如果不及時治療，可能會引發更嚴重的健康問題。 / 這種病症的早期徵兆常常被人們忽視，因此定期檢查健康狀況非常重要。 / 當病人描述他的病症時，醫生仔細記錄每一個細節，以便做出正確的診斷。 / 有些過敏的病症可能只在接觸過敏原後才會出現，因此了解自己的過敏源很重要。 / 輕微的病症可能不需要醫療介入，但持續不適還是應該向專業人士諮詢。 / 記錄下每次病症發作的時間和情況，可以幫助醫生更準確地找出病因。 / 這位老年患者的病症讓他日常生活中出現了不少困難，所以家人非常關心他的健康。 / 透過這些檢查，醫生發現病症與病人之前的生活習慣有很大關係。 / 雖然這種病症不具有傳染性，但患者的心理壓力仍然需要得到重視和支持。 / 專家表示，某些慢性病症需要長期的管理和治療，以提高生活品質。,n,輕微的病症 / 嚴重的病症 / 常見的病症 / 急性病症 / 慢性病症 / 早期病症 / 病症的診斷 / 病症的治療 / 病症的檢查 / 病症的表現
150,柏科植物的總稱。常綠喬木。性耐寒，葉小、鱗形，木質紋理細密，是上好材質。有扁柏、側柏、檜柏、羅漢柏等數種。[例]松柏長青,柏,"Cypress; A genus of coniferous trees in the family Cupressaceae, characterized by evergreen foliage, small scale-like leaves, and dense wood.",柏科植物的總稱，常綠喬木。性耐寒，葉小、鱗形，木質紋理細密，是上好材質。,我在公園裡看到一棵高大的柏樹，樹葉在微風中輕輕搖曳。 / 柏樹的木材非常耐久，因此常用來製作家具和建築材料。 / 在清晨的霧氣中，柏樹的輪廓顯得格外莊嚴。 / 這片柏樹林不僅美麗，還是許多野生動物的棲息地。 / 在我的家鄉，柏樹被視為象徵長壽和堅韌的樹種。 / 在古老的寺廟前，幾棵百年檜柏靜靜守護著這片神聖的土地。 / 柏樹的氣味獨特，讓人感到一種親近自然的愉悅。 / 每當秋天來臨，柏樹的葉子會變成金黃色，為大地增添一抹暖色。 / 柏樹的生態系統十分豐富，吸引了許多昆蟲和小型動物。 / 我和朋友們經常在柏樹下野餐，享受陽光和大自然的美好時光。 / 柏樹的根系發達，能有效防止土壤侵蝕，是山坡治理的好幫手。,n,柏樹 / 柏葉 / 側柏 / 柏木 / 檜柏 / 羅漢柏 / 松樹 / 保護的柏樹 / 柏樹間 / 柏樹林
151,脫落。[例]剝落、剝蝕,剝,"To peel off, strip away, or erode.",脫落或去除表面的一層或部分。,這顆香蕉的外皮已經剝掉了，看起來很美味。 / 夏天的西瓜剝開後，清甜的果肉讓人忍不住想立刻品嚐。 / 剝掉的洋蔥皮被丟在一旁，廚房裡彌漫著濃濃的香味。 / 他耐心地剝開每一層包裝，期待裡面驚喜的禮物。 / 剝落的樹皮顯示出這棵樹的年齡，讓人感受到自然的變遷與歲月的痕跡。 / 她小心翼翼地剝離水果的外皮，讓朋友們享受最純粹的風味。 / 剝開的堅果散發著誘人的香氣，讓人忍不住一口接一口。 / 他在市場上選了一顆香芋，準備把皮剝掉來做一道美味的甜點。 / 剝去表層的垃圾後，這個舊家具重新展現出它的質樸美感。 / 剝掉的果皮被堆成小山，提醒著人們享受新鮮水果的同時，也要注意環保。 / 剝落的漆面讓這扇老門充滿了歷史感，彷彿在訴說著過去的故事。,vp-t,剝落的樹皮 / 剝離外皮 / 剝削的勞動者 / 剝離的關係 / 剝去表層 / 剝掉的蔬菜皮 / 剝開的果實 / 剝掉外層 / 剝去脂肪 / 剝落的漆面
151,除去物體外表的皮殼。[例]剝香蕉、剝橘子、抽絲剝繭　◎,剝,To peel or strip away the outer layer or shell of something.,除去物體外表的皮殼。,在家裡，我經常要剝橘子給小朋友吃。 / 她剝開硬殼的堅果，忍不住讚嘆裡面的果仁多麼美味。 / 剝開一顆煮熟的雞蛋，金黃色的蛋黃讓人垂涎欲滴。 / 剝大蒜的過程中，手上總是會留下淡淡的蒜味。 / 每次剝螺的時候，我都會想起和朋友一起在海邊的樂趣。 / 在市場上，我看到一位老人熟練地剝著菠蘿，動作迅速又乾淨。 / 剝洋蔥時，眼淚止不住地流下，讓人感覺有些尷尬。 / 她喜歡剝開包裹的每一層紙，期待裡面藏著什麼驚喜。 / 剝玉米的時候，黃澄澄的玉米粒讓整個過程變得更加有趣。 / 他剝開一本舊書，書頁發黃的氣味讓他感受到時間的流逝。 / 每當我剝香蕉時，總會想起童年時的快樂時光。,va-t,剝香蕉 / 剝橘子 / 剝蘋果 / 剝洋蔥 / 剝大蒜 / 剝玉米 / 剝螺 / 剝菠蘿 / 剝豆 / 剝海鮮
151,六十四卦之一。坤（☷）下艮（☶）上，表示剝落的意思。[例]卦象的由剝而復，代表事情絕處逢生，有所轉機。,剝,"One of the sixty-four hexagrams in the I Ching. It is composed of the trigram Kun (☷) below and the trigram Gen (☶) above, signifying the concept of peeling or stripping away.",六十四卦之一，坤（☷）在下，艮（☶）在上，象徵剝落的意思。,我在餐廳點了剝好的水果沙拉，更方便享用。 / 孩子們都喜歡在課堂上學習怎麼剝雞蛋，覺得很有趣。 / 在市場上，賣的剝好皮的橘子常常賣得比整顆橘子貴。 / 為了節省時間，我買了剝好的堅果，這樣更省事。 / 每當我看到老闆剝開新鮮的龍眼，總是忍不住想品嚐一口。 / 在聚會上，朋友準備了剝好的蝦子，讓大家輕鬆享受美食。 / 我發現剝好的芒果上面淋上蜂蜜，味道更加甘甜可口。 / 每次回家，媽媽總會幫我剝好花生，讓我能夠馬上享用。 / 在旅行中，當地人賣的剝好皮的熱帶水果，讓我驚喜不已。 / 學校的食堂提供剝好的西瓜，讓同學們在炎熱的夏天裡清涼解渴。 / 最近我學會了怎麼快速剝橙子，希望能分享給更多朋友。,va-t,一卦剝 / 剝落的 / 剝卦象 / 剝象意義 / 所謂的剝 / 剝變的真相 / 剝脫的過程 / 剝運轉機 / 剝變之象 / 接受剝的考驗
151,強制除去。[例]剝削、剝奪,剝,"To strip away or remove something, often in a forced or unjust manner.",強制地去除某個東西或某種狀態。,許多工人覺得他們被剝削的情況越來越嚴重。 / 學校的某些規定讓學生感到他們的選擇權被剝奪了。 / 在這個社會中，部分弱勢群體經常遭受剝削，難以維持基本生活。 / 剝奪他人自由的行為，無論出於何種理由，都是對人權的踐踏。 / 最近的報導揭示了大型企業剝削員工的種種不當行為，激起了公眾的憤怒。 / 政府對貧困家庭的資源剝奪政策，引發了廣泛的社會討論。 / 他發現自己在職場上被剝削，不得不尋求法律的幫助。 / 家長的過度控制，使得孩子感到他們的獨立性被剝奪，影響了他們的成長。 / 剝削性勞動條件使得許多年輕人對進入職場產生了恐懼和抵觸情緒。 / 在某些發展中國家，自然資源的剝奪使當地居民的生活陷入困境。 / 社會運動的發起，旨在揭露和改善剝削性的不平等待遇，促進公平正義。,vp-t,剝奪[權利] / 剝削[勞動者] / 剝奪[自由] / 剝奪[資源] / 剝奪[資格] / 剝奪[財產] / 剝削[者] / 被[剝奪] / 剝奪[利益] / 被剝奪之[權利]
151,脫去。[例]已經剝了兩件衣服，還是覺得熱。,剝,"To strip off or remove something, usually referring to taking off clothing.",脫去外層或包裹的東西。,他剝掉了水果的皮，準備享受甜美的滋味。 / 在露營的時候，朋友們一起剝了幾根玉米來做晚餐。 / 剝開包裝後，裡面的產品看起來比想像中還要好。 / 他剝去外面的包裝，裡面竟然是一個精美的手工藝品。 / 她小心翼翼地剝開那個神秘的信封，裡面藏著一封情書。 / 剝掉多餘的樹葉，花瓣會更顯鮮豔。 / 在學校工作坊上，我們學習如何剝下椅子的舊漆。 / 他剝開了巧克力的銀色包裝，誘惑的香氣立刻撲鼻而來。 / 剝開這道數學題的表面，深入分析後竟發現了簡單的解法。 / 這位藝術家喜歡剝去畫布上的舊顏色，讓新作品更加生動。 / 剝去面具，她的真實情感終於展現在朋友面前。,va-t,剝掉外衣 / 剝去表皮 / 剝下樹皮 / 剝除多餘 / 剝開包裝 / 剝的情況 / 剝的過程 / 剝掉的殼 / 剝奪權利 / 剝掉面具
152,水波起伏動盪。[例]飛馳而過的快艇使得湖面波動不已。,波動,"Water ripples, undulating and fluctuating in motion.",水波起伏動盪。,因為最近的新聞報導，股市出現了一陣波動，讓投資人感到緊張。 / 每當颱風來襲，海面的波動會影響到漁船的出航計畫。 / 他們的爭論讓原本平靜的會議氣氛產生了一些波動。 / 科學家們一直在研究氣候變化對海浪波動的影響，期望能提前預測極端天氣。 / 在經濟不穩定的時期，貨幣的波動對國際貿易有著深遠的影響。 / 最近的政策改變造成了市場的波動，讓企業不得不重新評估風險。 / 在音樂中，旋律的波動能夠引起聽眾強烈的情感共鳴。 / 隨著社交媒體的傳播，熱門話題往往會引起人們情緒的波動，影響日常生活。 / 天氣突然變化，山區的河流出現了劇烈的波動，當地居民緊急提高警戒。 / 藝術作品中的色彩波動，常常讓觀眾感受到不同的視覺衝擊。 / 在心理學研究中，情緒的波動被認為是理解人類行為的重要因素。,n,一陣波動 / 明顯的波動 / 不穩定的波動 / 造成波動 / 引起波動 / 觀察波動 / 水面波動 / 突然波動 / 在波動中 / 動蕩不安波動
