number,old_definition,word,translation,definition,example_sentences,part_of_speech,collocations
83,為某事奔波、忙碌。[例]他為了籌募慈善基金而各處奔走。,奔走,To rush around and be busy in order to achieve something.,為某事而忙碌而四處奔波。,他的父母為了他能順利入學，四處奔走，尋找最佳的辦法。 / 在這次選舉中，候選人為了能擁有更多的支持，奔走於各個社區，號召大家投票。 / 這位律師為了幫助無辜的被告，日夜奔走於法庭和警局，尋找證據。 / 醫生們在疫情期間不斷奔走，為了拯救更多的生命，他們犧牲了自己的休息時間。 / 為了籌備慈善音樂會，她各處奔走，尋找贊助和支持。 / 在寒冬裡，他為了確保流浪者的安全，奔走於各個避寒所和救助站。 / 這位記者為了真相，奔走於不同的城市，採訪事件的每一個細節。 / 她在公司內部奔走，希望能促進各部門之間的合作，提高工作效率。 / 為了讓更多人關注環保，他們在校園裡奔走，舉辦了多場講座和活動。 / 這群志工為了救助失聯的寵物，四處奔走，張貼海報和尋找線索。 / 這位父親為了能給孩子提供更好的生活，每天都在工地上辛苦奔走，賺取微薄的工資。,va-i,日夜奔走 / 四處奔走 / 為（事）奔走 / 不斷奔走 / 努力奔走 / 辛苦奔走 / 各處奔走 / 為了奔走 / 辦事奔走 / 目標奔走
83,快速奔跑。[例]一群小馬被雷聲嚇得四散奔走。,奔走,"To run quickly, often in a hurried or chaotic manner.",快速跑動。,為了籌款救助貧困兒童，他們四處奔走，希望能夠得到更多人的支持。 / 在這場突發的災難中，志願者們立刻奔走協助疏散居民，確保每個人的安全。 / 這位社會工作者經常奔走於各大機構之間，希望能為無家可歸的人找到合適的庇護所。 / 雖然行程緊湊，他們依然在城市中奔走，尋找能夠解決環境問題的方法。 / 他為了能夠實現自己的夢想，這些年來一直在城市和鄉村之間奔走努力。 / 在選舉期間，候選人的支持者們熱情奔走，為他拉票希望能夠贏得更多選民的認可。 / 面對突發的經濟危機，各企業負責人連日奔走，尋求合作機會以度過難關。 / 她為了尋找失散多年的親友，這幾年來四處奔走，希望能夠重聚。 / 在疫情爆發之後，醫療工作者們不辭辛勞地奔走於各大醫院，為患者提供必要的治療。 / 為了提升社區的文化活動，他們每週都在市區奔走，策劃各種精彩的展覽和演出。 / 志願者們在寒冬中奔走，為需要幫助的家庭送去溫暖和生活必需品。,va-i,四處奔走 / 日夜奔走 / 為（事）奔走 / 快速奔走 / 對著（人）奔走 / 為了（目標）奔走 / 大家奔走 / 逃避（事）奔走 / 親朋好友奔走 / 時時奔走
78,快速的跑。[例]他沒命似的奔跑，好像被妖魔追趕一樣。,奔跑,"To run swiftly, often with a sense of urgency or fear.",快速地跑。,小孩在草地上無憂無慮地奔跑，嬉戲玩耍。 / 每當看見狗狗奔跑過來，他的臉上總會浮現出笑容。 / 在馬拉松比賽中，選手們全力以赴，奔跑著追逐自己的夢想。 / 她聽到告別的消息，心急如焚奔跑到車站，想要最後見一面。 / 清晨，太陽初升，跑步愛好者在步道上奔跑，享受清新的空氣。 / 在運動會上，學生們為了榮譽全力奔跑，場面熱烈。 / 當音樂響起，舞者們好像在舞台上奔跑，釋放著他們的激情。 / 孩子們在沙灘上奔跑，追逐著浪花，享受著暑假的快樂。 / 他們一起奔跑在林間小道，感受著大自然的美好和自由。 / 寶寶學會走路後，總是興奮地奔跑，探索這個新奇的世界。 / 她聽見了朋友的呼喊，立刻朝他們的方向奔跑，心中充滿了喜悅。,va-i,一場奔跑 / 快速奔跑 / 拼命奔跑 / 全力奔跑 / 自由奔跑 / 不停奔跑 / 朋友一起奔跑 / 心急如焚奔跑 / 心跳加速奔跑 / 向前奔跑
76,快速的奔跑。[例]八匹駿馬如風馳電掣一般在草原上奔馳。,奔馳,To run swiftly or at high speed.,快速地奔跑。,清晨，馬群在草原上自由奔馳，展現出無比的活力。 / 在童年的記憶中，我經常和朋友們在操場上奔馳，享受那份無憂無慮的快樂。 / 運動會上，選手們如箭般射出，朝終點奔馳，觀眾們在一旁激動地加油喝彩。 / 在電影中，主角駕駛著跑車在夜色中奔馳，留下了一道耀眼的光影。 / 隨著音樂的節拍，我的心情也跟著奔馳，如同在自由的世界中翱翔。 / 在森林裡，野兔不停奔馳，時刻提防著潛伏的危險。 / 每當比賽開始，觀眾的心情也隨著選手們的奔馳而緊張起伏。 / 在冬季的雪地上，小孩們奔馳著，留下了一串串快樂的足跡。 / 隨著時光的流逝，我們的青春如同奔馳的列車，無法停下，唯有珍惜當下。 / 當夕陽西下，路上行人忙碌奔馳，彷彿在追趕著那最後一抹餘暉。 / 為了夢想，他每天都在晨曦中奔馳，努力不懈地向目標邁進。,va-i,動物奔馳 / 速度奔馳 / 馬匹奔馳 / 大軍奔馳 / 奔馳的車 / 奔馳向前 / 奔馳而過 / 奔馳如風 / 為夢想奔馳 / 快速奔馳
84,倒塌。[例]山崩、崩坍、崩塌,崩,To collapse or fall down; often used to describe landslides or structural failures.,倒塌或突然崩落，通常指山、建筑等。,今天天氣不好，山上的土石崩塌了很多，當地人都很擔心會造成災害。 / 幸好專家事先發布了警告，否則可能會有很多人在崩塌的區域附近。 / 昨晚的地震讓幾棵大樹崩倒，阻礙了山路的通行，急救車隊現在無法靠近受困的民眾。 / 爬山時，我聽到山上傳來崩塌聲，心裡不禁感到一陣恐慌。 / 那座老舊的橋因年久失修，最近一場大雨後部分橋面都有崩落的情況。 / 當局加強了監測，以確保隧道不會再出現崩塌的問題。 / 在強烈的暴風雨過後，居民發現自家後院的土壤出現崩塌，嚇得立刻報警求助。 / 隨著時間的推移，這座山的崩塌風險越來越高，專家建議當地居民定期檢查房屋。 / 聽說這條小路以前發生過山崩，現在走過去我都感到心裡不安。 / 每次聽到有山崩的消息，我都會想起去年那場災害帶來的慘痛教訓。 / 這次土石流造成的崩塌，讓整個村莊的生活環境都受到嚴重影響，居民們正努力重建家園。,vp-i,山崩 / 崩塌 / 房屋崩塌 / 桥梁崩塌 / 地震引起的崩塌 / 建筑物崩塌 / 隧道的崩塌 / 事故造成的崩塌 / 确保不会崩塌 / 矿坑崩塌
84,毀壞。[例]崩潰、禮廢樂崩,崩,To collapse or fall apart; to cause destruction or damage.,毀壞或失去原有的功能與結構。,面對巨大的壓力，他的心情從平靜轉為崩潰，眼淚不禁流下。 / 這部電影描寫了一個人在失去親人後感情崩潰的過程，讓人感到非常心痛。 / 當這個國家的經濟崩潰時，許多人失去了工作，生活陷入困境。 / 社會的道德風氣一旦崩潰，將影響每個人的生活和人際關係。 / 他每天都要面對繁重的工作，但最近的崩潰感讓他不得不考慮休息。 / 朋友的關心讓她在崩潰的邊緣重新找到了一絲希望。 / 他原本興致勃勃的計畫，在突如其來的意外下瞬間崩潰，讓他感到失望。 / 心理學家認為，長期的焦慮會導致心理狀態的崩潰，影響個人的生活質量。 / 她努力維持家庭的和諧，但隨著信任的崩潰，關係變得愈加緊張。 / 在這場災難之後，城市的基礎設施幾乎崩潰，居民面臨著重建的艱難挑戰。 / 隨著自然環境的崩潰，生態系統的平衡被打破，動植物面臨滅絕的危機。,vp-i,崩潰的情感 / 心理崩潰的人 / 財政崩潰的國家 / 道德崩潰的社會 / 崩潰與重建 / 不可避免的崩潰 / 環境崩潰的指標 / 生活崩潰的狀態 / 失去重心的體系崩潰 / 崩解的體系
84,古稱天子之死。[例]駕崩,崩,To die (referring to an ancient term for the death of a monarch).,古時候用來指天子的死。,消息傳來，國君崇仁突然駕崩，朝廷立即發佈諭旨。 / 當消息傳到，內臣無不哀痛，皇帝的崇仁駕崩，讓整個國都陷入悲傷之中。 / 儘管宰相忠心耿耿，國君崇仁的突然駕崩對國家卻已造成難以挽回的打擊。 / 媒體爭相報導君主崇仁的駕崩，國民的哀悼情緒更是深重。 / 崇仁的駕崩後，民間流傳著各種故事，祝願他在天之靈平安。 / 君主崇仁的駕崩，讓整個王國的未來充滿了不確定性。 / 有人認為，駕崩的崇仁留給後世的不僅是遺產，還有未解的謎團。 / 鄉村裡，每個人都在議論國君崇仁的駕崩，這件事情成為了人們茶餘飯後的話題。 / 崇仁的駕崩，讓古老的王朝面臨一次重大的政治洗牌。 / 君主崇仁駕崩的消息如同震撼彈，瞬間改變了國內外的外交形勢。 / 在駕崩之後，許多民眾自發舉行祭祀，向崇仁表達他們的敬意與懷念。,vp-i,駕崩 / 皇帝崩 / 君主崩 / 太子崩 / 疾病所致崩 / 突然崩 / 明君崩 / 哀悼崩 / 仁君崩 / 天下大亂，君主崩
85,崩裂毀壞。[例]強烈颱風來襲，河堤崩潰，洪水淹沒了農田房舍，民眾損失慘重。,崩潰,To collapse or be destroyed due to breakage or damage.,物體或系統因外力或內部原因而突然破裂或失去功能，造成嚴重損壞。,面對工作的壓力，他感到快要崩潰了，急需一些時間放鬆心情。 / 這部電影描繪了一個在戰爭中崩潰的城市，令人心碎。 / 如果不及時處理心理問題，情緒崩潰將對日常生活產生重大影響。 / 她發現自己無法應對生活中的種種困難，心情逐漸崩潰，於是向朋友求助。 / 在連續幾晚失眠後，他的精神狀態開始崩潰，無法專心工作。 / 她的情緒崩潰後，朋友們都非常擔心，立刻帶她去看心理醫生。 / 他在面對家庭的種種壓力時，感到生活變得崩潰，讓他無法呼吸。 / 隨著學業的加重，她感覺自己快崩潰了，決定暫時放下課本休息一下。 / 這位藝人在一次演出中情緒崩潰，讓觀眾都感到十分震驚。 / 當他聽到這個突如其來的消息時，整個人幾乎要崩潰，無法立刻反應過來。 / 她的情緒崩潰讓身邊的人感到無比心痛，大家都希望能給她更多的支持和理解。,vp-i/N,一次崩潰 / 心理崩潰 / 情緒崩潰 / 壓力崩潰 / 生活崩潰 / 她的情緒崩潰 / 逐漸崩潰 / 面對崩潰 / 崩潰事件 / 目睹崩潰
85,潰散瓦解。多指人的精神狀態。[例]聽到這個不幸的消息，他幾乎崩潰了。,崩潰,To collapse or break down; often referring to a person's mental or emotional state.,潰散瓦解，通常指人的精神狀態不堪重負。,在面對巨大的工作壓力時，他的情緒幾乎要崩潰了。 / 聽到朋友的意外消息後，她感到心裡一陣崩潰，無法平靜下來。 / 生活的種種壓力讓她對未來感到無助，隨時都可能崩潰。 / 最近的考試失利讓他的自信心受到打擊，讓他心裡感到快要崩潰了。 / 在面對家庭問題的頻繁困擾下，他經常感到情緒崩潰，難以應對。 / 過年的時候，家裡的事情太多，她的心情一度崩潰，無法參加團圓。 / 聽到自己一直信任的人的背叛後，她的心情瞬間崩潰，感到一切都失去了意義。 / 每當看見曾經的回憶，她心裡的感受都令人崩潰，仿佛一切美好都已逝去。 / 隨著工作量的增加，他感到壓力山大，情緒快要崩潰，難以繼續下去。 / 面對親密關係的不和諧，他時常感到心裡崩潰，總是渴望找到解決的方法。 / 在這段孤獨的時光裡，他的內心時常面臨崩潰的邊緣，渴望有人能理解他的感受。,vp-i,心理的崩潰 / 精神的崩潰 / 情緒的崩潰 / 完全崩潰 / 不堪崩潰 / 隨時崩潰 / 生活的崩潰 / 頻繁崩潰 / 恐懼崩潰 / 理智崩潰
102,錢幣購買貨物的能力。[例]戰爭常使幣值貶降，造成嚴重的通貨膨脹。,幣值,The purchasing power of currency; the value of money in terms of what it can buy.,錢幣購買貨物的能力。,當前的幣值不斷波動，使得投資者感到擔憂。 / 全球經濟變化迅速，影響了各國貨幣的幣值走勢。 / 許多旅客發現，目的地的幣值與自己國家的幣值差異很大。 / 當地政府為了促進經濟，開始采取措施穩定幣值。 / 幣值貶值的主要原因是經濟增長緩慢和外部壓力增加。 / 在選擇外幣存款時，必須考慮到未來幣值可能的變化。 / 最近的市場動盪使得幣值出現了劇烈的上下波動。 / 投資者需要時刻關注國際形勢，以預測未來幣值的走向。 / 對於進口商來說，幣值的變化直接影響到產品的成本和定價。 / 在這次經濟峰會上，各國領導人討論了如何合作以穩定幣值。 / 如果幣值持續上升，可能會對出口產生不利影響。,n,高昂的幣值 / 當前的幣值 / 幣值的波動 / 影響幣值 / 改變幣值 / 穩定的幣值 / 不穩定的幣值 / 貶值的幣值 / 以幣值計算 / 根據幣值
86,那、那個。與「此」相對。[例]彼時、顧此失彼、厚此薄彼,彼,"That; refers to something further away, in contrast to ""this.""",指代遠方或與話者距離較遠的事物，與「此」相對。,當年彼時，他跟她都是年輕人，有著無限的夢想與期待。 / 在戰爭險峻的彼岸，堅強的戰士們捍衛了祖國的尊嚴。 / 他認為厚此薄彼的態度，在團隊中會引起不必要的紛爭。 / 雖然他們表面上和睦，但心底裡彼此都對對方感到不信任。 / 我們不應該顧此失彼，忽略了身邊人的關心。 / 在彼方的山巒之中，隱藏著許多鮮為人知的故事。 / 彼時的她，總是微笑著迎接每一個挑戰，讓人心醉神迷。  / 在彼人心中，這段友誼永遠珍貴，無法被時間所磨滅。  / 彼端的海洋，波濤洶湧，卻也孕育著無數的希望與夢想。  / 當我們站在彼岸，回望過去，心中充滿了感激與懷念。  / 他時常想起彼年那段無憂無慮的日子，讓人倍感懷念。,dem,彼此 / 彼岸 / 顧此失彼 / 厚此薄彼 / 彼時 / 彼國 / 彼年 / 彼方 / 彼端 / 彼人
86,他。[例]彼輩、知己知彼,彼,"He; A masculine pronoun used to refer to the third person, often indicating someone specific but not named.",指的是他或她，常用來指代遠方或不在身邊的人。,他總是喜歡在別人面前炫耀自己，卻不知彼此之間的真誠才是最重要的。 / 在古代文獻中，「彼」常被用來指代遠方的男女，顯得既優雅又含蓄。 / 她認識他的時候，正是彼時那段青澀的校園時光。 / 我們經常對比自己的生活和他人，卻忽略了欣賞彼此的獨特之處。 / 在討論中，了解彼此的觀點有助於達成更好的共識。 / 他常常向朋友提起那位神秘的彼岸朋友，讓人對她充滿好奇。 / 在彼時的旅行中，他們結識了許多有趣的人，留下了美好的回憶。 / 他對於彼此之間的默契，總是感到驚喜和感激。 / 無論怎樣的風雨，彼此的支持總能讓人感到溫暖。 / 她在書中讀到那些彼時的故事，讓她不禁陷入深深的思考。 / 在這個快節奏的社會中，理解彼此的需求顯得尤為重要。,pro,彼此 / 知己知彼 / 彼岸 / 追隨彼 / 指責彼 / 認識彼 / 彼時 / 彼重要的 / 彼優雅的 / 彼陌生的
73,傷心哀痛。[例]噩耗傳來，讓她悲痛的號啕大哭。,悲痛,Deep sorrow; a state of overwhelming grief and mourning.,傷心而且非常痛苦。,噩耗傳來，讓她悲痛的號啕大哭。 / 雖然時間過去許久，他仍無法擺脫心中這份悲痛。 / 在悼念儀式上，許多人流下悲痛的淚水，表達對逝者的哀思。 / 她在悲痛中回憶起與好友的美好時光，淚水止不住流下。 / 朋友的離世讓他感到無比悲痛，整天無法集中精神工作。 / 這場災難的消息讓全村的人陷入悲痛的氛圍中，大家默默祈禱。 / 在聽到父母的病重消息後，她的心中充滿了悲痛與擔憂。 / 當看到昔日玩伴的遺照，他不禁感到一股難以忍受的悲痛湧上心頭。 / 他用詩歌來抒發心中的悲痛，希望能夠找到一絲慰藉。 / 在這個艱難的時刻，與家人共同面對悲痛，使他感受到了一絲溫暖。 / 在法庭上，受害者的家屬表現出難以形容的悲痛，法官也默默低下了頭。 / 雖然她試圖保持堅強，但每當夜深人靜時，悲痛的情緒便如潮水般湧來。,n,悲痛的心情 / 悲痛的眼淚 / 向悲痛致哀 / 感到悲痛 / 經歷悲痛的時刻 / 因為悲痛而流淚 / 悲痛的消息 / 悲痛的過程 / 發出悲痛的聲音 / 面對悲痛
77,分內應盡的責任義務。[例]維護市容整潔是身為市民的本分。,本分/本份,One's duty or responsibility; a matter that one should properly handle.,分內應盡的責任和義務。,身為一名員工，盡到本分是每個人應該遵守的基本職責。 / 當家長，我要負責照顧孩子，這是我身為父母的本分。 / 在這個社會中，大家都有各自的本分，互相合作才能讓生活更美好。 / 他提醒同事們，工作中要專心盡到本分，這樣才能提高效率。 / 忘記本分，只顧個人利益，最終會影響團隊的整體表現。 / 每個市民都應該遵守交通規則，這是維護公共安全的本分。 / 作為志願者，無私奉獻、幫助他人是我們履行本分的體現。 / 在學校裡，老師教導學生是他的本分，而學生則需要認真學習。 / 身為一名公務員，維護社會公平正義是我最重要的本分。 / 忘記本分，追求名利，最終只會讓自己失去真正的價值。 / 每個專業人士應該堅守自己的本分，這樣才能贏得他人的信任和尊重。,n,身為本分 / 履行本分 / 盡到本分 / 負起本分 / 本分職責 / 本分的責任 / 本分的義務 / 明白本分 / 忘記本分 / 具備本分
77,安於自己的地位與環境。[例]老師要我們本分的讀書，別亂想別的事！,本分/本份,Content with one's role and position; Acknowledging and accepting one's responsibilities and circumstances.,安於自己的地位和環境，不超越自己的任務和責任。,我們應該本分地工作，這樣才能贏得別人的信任。 / 即使生活不易，我們也要堅持本分，努力把自己的事情做好。 / 他選擇本分地過自己的生活，不去追逐那些不切實際的夢想。 / 在這個團隊中，每個人都要本分履行自己的角色，才能達成共同的目標。 / 本分的人通常都能獲得周圍人的尊重，因為他們懂得珍惜自己的職責。 / 現在的年輕人應該學習如何本分地生活，不要堅持追求人生的奢華。 / 隨著科技發展，我們要本分地面對新挑戰，努力不讓自己落伍。 / 他堅信本分的態度能帶來穩定的生活，因此不輕易改變自己的工作方式。 / 在職場上，只要大家本分地協作，就能創造出更好的業績。 / 本分地學習雖然平凡，但卻是通往成功的最踏實的道路。 / 我們在家庭中也應該本分，尊重彼此的空間與選擇，這樣才能和諧相處。,n,本分的工作 / 本分的生活 / 本分的人 / 本分的態度 / 本分的心態 / 本分的角色 / 本分的責任 / 本分地工作 / 本分地生活 / 本分地學習
80,原來的想法、心意。[例]閱讀文學作品，須用心探求作者的本意。,本意,The original intention or meaning.,原來的想法或心意。,很多學生在學習古文時，常常無法理解作者的本意。 / 在聽故事的時候，我們應該試著抓住故事所傳達的本意。 / 老師告訴我們，詩歌中的每一句話都有其獨特的本意，值得我們細細品味。 / 這幅畫看似簡單，但裡面卻隱藏著深刻的本意，讓人不禁深思。 / 當我們討論一個問題時，必須先搞清楚每個人的本意，才能達成共識。 / 在研究歷史事件時，理解當時人物的本意對於形成正確的看法非常重要。 / 她在講這個笑話時，其實是想表達更深層次的本意，而不僅僅是逗人笑。  / 一段音樂的旋律可能表面上愉悅，但其本意卻能觸動聽者的心靈深處。  / 我們在讀小說時，常常需要反思角色的本意，以更深入地理解整個故事情節。  / 對於這篇文章，我們要花時間去發掘作者隱藏的本意，這樣才能真正理解他的思想。  / 不同的文化背景使得人們對同一句話的本意產生了各種不同的解讀。,n,理解本意 / 了解本意 / 傳達本意 / 發現本意 / 釐清本意 / 解讀本意 / 體會本意 / 本意的意義 / 本意的想法 / 把握本意
81,人或事物的根本性質。[例]法律的本質是公平與正義。,本質,The essence or fundamental nature of a person or thing.,人或事物的根本性質。,人際關係的本質在於互相理解和尊重。 / 愛情的本質是相互關心與扶持，而不僅僅是浪漫的表現。 / 在討論友誼的本質時，我們會發現忠誠和信任是最重要的元素。 / 生活的本質在於追求幸福與內心的平靜。 / 商業的本質是提供價值與滿足顧客的需求。 / 法律的本質是保護弱勢，維護社會秩序。 / 文化的本質是傳承與創新，使人類文明得以延續。 / 教育的本質在於啟發思考和培養能力，而不僅僅是知識的傳遞。 / 科學的本質是探索未知、尋求真理的過程。 / 藝術的本質是表達情感與思想，讓人類經歷不同的心靈旅程。 / 政治的本質在於權力的分配與管理，以實現社會的和諧與穩定。,n,社會的本質 / 法律的本質 / 人性的本質 / 教育的本質 / 文化的本質 / 經濟的本質 / 科學的本質 / 道德的本質 / 藝術的本質 / 政治的本質
