number,old_definition,word,translation,definition,example_sentences,part_of_speech,collocations
309,誠懇。[例]我是很誠心的來向你請教。,誠心,Sincere; Showing genuine honesty and earnestness.,誠懇的心意，真心對待他人。,我誠心希望你能考上理想的學校。 / 當她向我求助時，我誠心地幫助了她，並不期待回報。 / 在這特別的日子裡，我誠心祝福你生日快樂，心想事成！ / 他的誠心道歉讓我感受到他真誠的悔意。 / 我誠心地邀請你共進晚餐，希望能增進我們的友誼。 / 對於這個問題，我誠心推薦這本書，幫助你更好地理解。 / 在志願服務中，我誠心地對待每一位需要幫助的人。 / 無論遇到什麼困難，我都誠心地支持你的決定，願意陪你一起面對。 / 當我向他請教時，他誠心地分享了他的經驗，讓我受益匪淺。 / 我誠心地感謝你這段時間的陪伴，讓我的生活充滿了溫暖。 / 我誠心認為，你的努力一定會得到應有的回報，請繼續加油！,vs-adj,我很誠心 / 誠心的祝福 / 誠心的道歉 / 誠心的支持 / 我誠心地（對你）說 / 誠心相待 / 誠心的承諾 / 誠心的建議 / 誠心的感謝 / 誠心的交流
402,皮膚或黏膜上的潰瘍。[例]頭瘡、膿瘡、惡瘡,瘡,A sore or ulcer on the skin or mucous membrane.,皮膚或黏膜上的潰瘍。,他的小腿上長了一個瘡，看起來很痛。 / 醫生告訴他這個瘡可能需要幾周才能完全癒合。 / 在野外露營時，如果不小心被刺傷，可能會長瘡。 / 我朋友的狗身上出現了一些瘡，主人帶牠去看獸醫。 / 有些皮膚瘡需要用特別的藥膏來治療。 / 她的臉上長了一個膿瘡，讓她感到非常不舒服。 / 如果經常摩擦同一個地方，可能會導致皮膚出現瘡。 / 他在足球比賽中受傷，腳踝上也出現了一些瘡。 / 當天氣變化大時，有些人容易長出皮膚瘡。 / 醫院裡的護士照顧那些因感染而出現瘡的病人。 / 他的手上出現了一個奇怪的瘡，醫生建議他做進一步檢查。,n,頭瘡 / 膿瘡 / 惡瘡 / 舌瘡 / 皮瘡 / 腳瘡 / 生瘡 / 破瘡 / 瘡藥 / 發瘡
402,創傷、外傷。[例]刀瘡,瘡,A wound or external injury.,創傷或外傷。,她的手上出現了一個瘡，看起來需要醫治。 / 經常清潔傷口可以防止瘡的感染。 / 昨天我不小心摔倒，膝蓋上擦了一個瘡。 / 這位老人的腳上有很多瘡，需要特別的護理。 / 醫生說這種瘡可能是由於過敏引起的。 / 我家狗的耳朵上長了瘡，需要帶牠去看獸醫。 / 如果瘡長得太大，可能會需要手術來處理。 / 她常常感到瘡附近有刺痛的感覺，讓她很不舒服。 / 平時多喝水可以促進瘡的愈合。 / 他發現自己身上的瘡似乎是由於長時間摩擦造成的。 / 我在旅行時不小心被刺 thorn，手指上留下了一個小瘡。,n,嚴重的瘡 / 發炎的瘡 / 醫治瘡 / 愈合瘡 / 皮膚的瘡 / 潰爛的瘡 / 刀瘡 / 皮膚上的瘡 / 血瘡 / 腳上的瘡
403,創造建立。[例]國父歷經十次革命失敗，終於推翻滿清，創建民國。,創建,To create and establish.,創造並建立某個事物或組織。,我們的公司專注於創建友善的工作環境，以提升員工的滿意度。 / 在這次會議上，團隊討論了如何更有效率地創建客戶反饋系統，以改善我們的產品。 / 為了提升城市的生活品質，政府決定創建更多的綠地和公園。 / 這位藝術家致力於創建一個融合當代藝術與傳統文化的展覽，吸引了許多觀眾前來參觀。 / 教育部希望透過這個計畫來創建一個更加公平的教育體系，讓每個孩子都有學習的機會。 / 許多志工參與這項計畫，努力創建一個支持年輕人的健康成長社區。 / 這個新軟體的推出，旨在幫助用戶創建個性化的學習計畫，提升學習效率。  / 為了促進科技創新，該大學決定創建一個專門支持創業的孵化器，鼓勵學生實現他們的創業夢想。  / 該組織的目標是創建一個環保的產品線，讓消費者能夠更輕鬆地做出可持續的選擇。  / 在國際會議上，各國代表共同探討如何創建一個更加安全穩定的全球貿易體系。  / 這位作家花了數年時間，終於完成了創建一個虛構世界的小說，希望讀者能感受到其中的奇妙冒險。,va-t,創建[公司] / 創建[品牌] / 創建[網站] / 創建[制度] / 創建[團隊] / 創建[計畫] / 創建[社區] / 創建[文化] / 創建[系統] / 創建[機會]
406,留傳後世。[例]永垂不朽、名垂青史,垂,To be passed down through generations; to be recorded or remembered in history.,留傳下來，不會消失。,這位大學教授的學術成就不僅豐富了知識領域，也永垂不朽，影響了無數後學。 / 在紀念館裡，展示著這位偉人一生的事跡，讓他的名字得以永垂不朽。 / 那位藝術家的作品感動了很多人，讓他的才華和精神永垂不朽。 / 無論時光如何變遷，這首經典的老歌將永垂不朽，流傳於世。 / 在每年的紀念活動中，大家都會講述那位英雄的故事，讓他的精神永垂不朽。 / 這位作家的小說雖然出版多年，但因其深刻的主題依舊影響著年輕一代，讓他的名字更加永垂不朽。  / 在校園裡，師長們經常提到那位傑出校友的成就，讓他的精神在學校中永垂不朽。  / 這部電影以其感人的情節和真摯的情感，讓導演的藝術才華得以永垂不朽。  / 隨著時間的推移，這些科學家的研究成果仍然在學術界發揮著重要作用，讓他們的名字永垂不朽。  / 每當人們唱起那首傳世之曲，都感受到作者的情感與心血，讓其音樂作品永垂不朽。  / 這位慈善家的無私奉獻，為社會帶來了深遠的影響，使他的事蹟更加永垂不朽。,vs-i,永垂不朽 / 名垂青史 / 垂訓後人 / 垂光於世 / 垂恩於眾 / 垂示教誨 / 垂青後輩 / 垂名於史 / 垂範後輩 / 垂影長存
406,東西一頭由上直掛而下。[例]垂掛、垂釣、垂涎,垂,To hang down vertically.,東西一頭由上直掛而下。,树枝上垂着一串晶莹的露珠，让清晨的空气更加清新。 / 她的长发在微风中轻轻垂落，给她增添了一丝温柔。 / 夕阳西下，天边的云彩慢慢垂染上了金黄色，令人感叹大自然的美丽。 / 他心情不好时，总是垂着头，不愿意和周围的人交谈。 / 小孩在公园里垂下手，专心观察地上的小虫子，显得十分投入。 / 她坐在窗边，望着远方的山峦，心中不禁泛起了一阵思念，眼眸微微垂下。 / 老人在街角静静地垂下手，似乎在回忆年轻时的点点滴滴。 / 随着夜幕降临，星星在天空中逐渐显现，仿佛在垂直地闪烁着光芒。 / 弓箭手专注地瞄准目标，手中的弓箭垂直于地面，充满了力量。 / 悬崖边，藤蔓垂下，像一条绿色的丝带，在风中轻轻摇曳。 / 在博物馆里，古老的画作挂在墙上，画中人物的目光似乎也在垂视着观众。,vp-i,垂直线 / 垂头丧气 / 垂钓线 / 垂涎三尺 / 垂下头 / 垂青人 / 垂直的线条 / 安静地垂下 / 垂涎欲滴的美食 / 由高处垂下
406,晚輩受長輩關愛的敬語。[例]垂愛、垂詢、垂念,垂,To bestow affection or care from a senior to a junior; a respectful term indicating that a junior is receiving kindness or attention from a senior.,對晚輩表示關愛或關心的敬語。,受到教導的長輩對晚輩表示垂訓，讓他們倍感珍惜。 / 我很感激長輩的垂愛，讓我在成長的過程中更有信心。 / 每當我遇到困難時，總能感受到父母的垂關心，讓我倍感溫暖。 / 垂詢學長的意見，讓我對未來的方向更加清晰。 / 雖然他身處異國，但我依然能感受到祖母的垂念，讓我倍感親切。 / 感謝您的垂教，這些寶貴的經驗將伴隨我一生。 / 學校的老師對於學生的未來深表垂愛，經常舉辦職涯規劃講座。 / 在我面臨選擇時，好友的垂詢讓我重新思考了我的決定。 / 每當節日來臨，我都能體會到親戚們對我的垂關心，讓我感受到家庭的溫暖。 / 垂詢專家的建議，對於解決這個複雜問題非常有幫助。 / 感謝您對我的垂恩，讓我在困難時刻感受到支持和力量。,vs-t,垂愛 / 垂詢 / 垂念 / 垂教 / 垂訓 / 垂問 / 垂惠 / 垂恩 / 垂慈 / 垂青
406,即將、將要。[例]生命垂危、功敗垂成,垂,Imminent; about to happen or occur.,將要發生，處在接近某種狀態的時刻。,在戰爭的邊緣，和平的希望似乎垂危。 / 醫生告訴家屬，病人的生命已經垂危，請做好心理準備。 / 隨著天色漸晚，旅客們感受到安全問題越來越垂危。 / 這個項目即將完成，但預算問題讓團隊的努力看起來功敗垂成。 / 在面對重重困難時，企業的經營狀況也變得十分垂迫。 / 他的事業壯志曾經高昂，但隨著競爭的激烈，如今已經垂落。 / 環境保護的聲音越來越小，地球的未來似乎垂危，急需行動。 / 隨著科技的迅速發展，傳統行業的生存空間逐漸垂縮。 / 隨著老齡化問題的加劇，社會保障系統面臨著垂裂的挑戰。 / 這段感情經歷了太多波折，如今已經隱約垂淡。 / 當知識更新的速度加快，他的學習進度卻越發垂迫，令人憂心。 / 這筆投資的回報率不如預期，讓整個計畫變得功虧一簣，前景垂危。,vp-i,生命垂危 / 功敗垂成 / 時間垂迫 / 年齡垂暮 / 命運垂危 / 精力垂竭 / 安全垂危 / 學業垂危 / 關係垂裂 / 感情垂淡
409,蟲類蠕動。[例]蠢動、蠢蠢欲動,蠢,To writhe or squirm; often used to describe the movement of insects.,指像蟲類一樣向某個方向緩慢而不斷地爬動。,這隻小蟲在葉子上蠢蠢欲動，好像想要找到食物。 / 當天氣變暖時，地下的蟲蠕動著，開始準備迎接春天。 / 我覺得身體裡有一股蠢蠢欲動的能量，想要出去運動。 / 在黑暗的角落裡，幾隻蠢動的昆蟲讓我感到不自在。 / 他在教室裡蠢蠢欲動，似乎對即將來臨的下課時間充滿期待。 / 他們的思想在蠢蠢欲動，急切地想要表達自己的觀點。 / 在夜晚的靜謐中，我感覺到心裡有一種蠢蠢欲動的思緒，想要開始創作。 / 當我看到那本新書時，心中蠢蠢欲動的好奇心驅使我立刻翻閱。 / 他的手指在桌上蠢蠢欲動，顯示出他對這場討論的興奮與焦慮。 / 隨著音樂響起，舞池中人們的身體蠢蠢欲動，沉浸在節奏之中。 / 小朋友在公園裡蠢蠢欲動，迫不及待地想要參加遊戲。,vp-i,蠢蠢欲動 / 蠢動的蟲子 / 蠢動的感覺 / 蠢動的生物 / 蠢動的神經 / 蠢動的動作 / 蠢動的身體 / 蠢動的靈魂 / 蠢動的意識 / 蠢動的情緒
409,愚笨。[例]愚蠢、蠢材,蠢,Foolish; stupid; lacking intelligence.,愚笨的意思。,他的計畫聽起來十分蠢，根本不可能實現。 / 她覺得自己當初的選擇實在蠢得要命，浪費了很多時間。 / 在那次聚會上，他竟然說出一些蠢話，讓大家都尷尬不已。 / 他不小心拍了蠢照片，結果被朋友們拿來取笑了好一陣子。 / 她總是做一些讓人無法理解的蠢事，讓朋友們感到無奈。 / 有時候，我們都會因為情緒而做出蠢得不得了的決定。 / 他覺得自己當初的錯誤實在蠢極了，導致了一系列不必要的麻煩。 / 在課堂上，他發表了一些蠢見解，讓老師不禁搖頭嘆息。 / 她常常因為小事而感到蠢得要命，卻又無法自拔。 / 大家都在期待精彩的比賽，他卻在關鍵時刻做出蠢誤判，讓全隊失望。 / 為了贏得比賽，他竟然提出了一個蠢主意，讓隊友們感到困惑。,vs-adj,蠢蛋 / 蠢事 / 蠢人 / 蠢話 / 非常蠢 / 蠢得要命 / 蠢得不得了 / 蠢極了 / 蠢行 / 蠢動
410,完全。[例]這次的不愉快，純粹是他的固執所造成的。,純粹,Complete; indicating that something is unadulterated or absolute.,完全不掺杂其他因素。,他這次幫忙純粹是出於好心，沒有其他意圖。 / 他喜歡這個地方純粹是因為這裡的風景美麗。 / 我對這份工作的投入純粹來自於對藝術的熱愛。 / 他們的友誼純粹不像其他人一般掺杂利益的考量。 / 我選擇這本書純粹是想了解更多關於歷史的知識。 / 她的微笑純粹是表達她此刻的快樂，沒有任何掩飾。 / 我們的討論純粹是為了探索這個議題的深度和廣度。 / 他對待這件事情的態度純粹是出於對真相的渴望。 / 她追求寫作的興趣純粹是希望能夠表達自己的想法。 / 我們今天的聚會純粹是想享受彼此的陪伴，沒有其他安排。 / 他對於自然的熱愛純粹是因為那裡讓他感到平靜和自在。,adv,純粹的心意 / 純粹的快樂 / 純粹的感情 / 純粹的幸福 / 純粹的友誼 / 純粹的熱情 / 純粹的思想 / 純粹的追求 / 純粹的娛樂 / 純粹的善良
428,,次於,Second to; Inferior to or ranked below.,某事物在程度、地位或品質上低於另一事物。,他的成績雖然不錯，但次於校內的幾位優秀同學。 / 這部電影在票房上表現良好，但次於當年的熱門大片。 / 雖然這本書很受歡迎，但在文學價值上，許多評論家認為它次於經典名著。 / 在這次競賽中，她的表現次於其他參賽者，讓她感到有些失落。 / 這幅畫的技術水平雖然高，但次於藝術大師的作品，讓人感到驚訝。 / 在所有的候選人中，他的經歷次於那些有豐富工作背景的人。 / 這款手機的性能優秀，但在市場佔有率上仍次於競爭對手。 / 雖然這道菜味道很好，但在餐廳的熱門菜單中，它次於幾道招牌菜。 / 這篇論文的研究內容很有意義，但在學術影響力上次於其他領域的頂尖研究。 / 這家公司的業績雖然穩定，但在行業排名中卻次於幾家知名企業。 / 此次考試他的分數達標，但次於他平時的優秀表現，讓他感到稍微遺憾。,prep,次於困難 / 次於挑戰 / 次於艱難 / 次於障礙 / 次於艱辛 / 次於複雜 / 次於難題 / 次於麻煩 / 次於棘手 / 次於困境
