number,old_definition,word,translation,definition,example_sentences,part_of_speech,collocations
1310,,急於,Eager or anxious to do something; having a strong desire to act quickly.,急於指的是迫切希望或急切想要做某件事，通常帶有強烈的想要達成某個目標的心情。,她急於找到答案，於是沉迷於研究那些學術文章。 / 面對即將來臨的考試，他急於複習所有的內容，以免忘記重點。 / 老闆急於提升業績，因此要求團隊加班處理客戶的需求。 / 在父母的期待下，他感到急於證明自己的能力。 / 她急於與朋友分享這個好消息，幾乎是立即發了訊息。 / 他急於表現自己的才能，卻常常忽略了團隊合作的重要性。 / 因為工作壓力大，主管急於尋找解決方案，以減輕團隊的負擔。 / 在產品發布之前，技術團隊急於修正所有的錯誤，以確保品質。 / 她急於了解這個新興市場的動態，以便能夠迅速作出商業決策。 / 由於對未來的不安，他急於制定計劃，希望能夠掌控自己的生活。 / 他急於適應新的環境，以免在競爭激烈的職場中落後。,adv,急於成功 / 急於學習 / 急於得到 / 急於解決 / 急於進步 / 急於表現 / 急於適應 / 急於瞭解 / 急於改變 / 急於回應
1311,,給予,Eager or anxious to do something; having a strong desire to act quickly.,急於指的是迫切希望或急切想要做某件事，通常帶有強烈的想要達成某個目標的心情。,她急於找到答案，於是沉迷於研究那些學術文章。 / 面對即將來臨的考試，他急於複習所有的內容，以免忘記重點。 / 老闆急於提升業績，因此要求團隊加班處理客戶的需求。 / 在父母的期待下，他感到急於證明自己的能力。 / 她急於與朋友分享這個好消息，幾乎是立即發了訊息。 / 他急於表現自己的才能，卻常常忽略了團隊合作的重要性。 / 因為工作壓力大，主管急於尋找解決方案，以減輕團隊的負擔。 / 在產品發布之前，技術團隊急於修正所有的錯誤，以確保品質。 / 她急於了解這個新興市場的動態，以便能夠迅速作出商業決策。 / 由於對未來的不安，他急於制定計劃，希望能夠掌控自己的生活。 / 他急於適應新的環境，以免在競爭激烈的職場中落後。,adv,急於成功 / 急於學習 / 急於得到 / 急於解決 / 急於進步 / 急於表現 / 急於適應 / 急於瞭解 / 急於改變 / 急於回應
1312,,基於,Eager or anxious to do something; having a strong desire to act quickly.,急於指的是迫切希望或急切想要做某件事，通常帶有強烈的想要達成某個目標的心情。,她急於找到答案，於是沉迷於研究那些學術文章。 / 面對即將來臨的考試，他急於複習所有的內容，以免忘記重點。 / 老闆急於提升業績，因此要求團隊加班處理客戶的需求。 / 在父母的期待下，他感到急於證明自己的能力。 / 她急於與朋友分享這個好消息，幾乎是立即發了訊息。 / 他急於表現自己的才能，卻常常忽略了團隊合作的重要性。 / 因為工作壓力大，主管急於尋找解決方案，以減輕團隊的負擔。 / 在產品發布之前，技術團隊急於修正所有的錯誤，以確保品質。 / 她急於了解這個新興市場的動態，以便能夠迅速作出商業決策。 / 由於對未來的不安，他急於制定計劃，希望能夠掌控自己的生活。 / 他急於適應新的環境，以免在競爭激烈的職場中落後。,adv,急於成功 / 急於學習 / 急於得到 / 急於解決 / 急於進步 / 急於表現 / 急於適應 / 急於瞭解 / 急於改變 / 急於回應
1313,,機緣,Eager or anxious to do something; having a strong desire to act quickly.,急於指的是迫切希望或急切想要做某件事，通常帶有強烈的想要達成某個目標的心情。,她急於找到答案，於是沉迷於研究那些學術文章。 / 面對即將來臨的考試，他急於複習所有的內容，以免忘記重點。 / 老闆急於提升業績，因此要求團隊加班處理客戶的需求。 / 在父母的期待下，他感到急於證明自己的能力。 / 她急於與朋友分享這個好消息，幾乎是立即發了訊息。 / 他急於表現自己的才能，卻常常忽略了團隊合作的重要性。 / 因為工作壓力大，主管急於尋找解決方案，以減輕團隊的負擔。 / 在產品發布之前，技術團隊急於修正所有的錯誤，以確保品質。 / 她急於了解這個新興市場的動態，以便能夠迅速作出商業決策。 / 由於對未來的不安，他急於制定計劃，希望能夠掌控自己的生活。 / 他急於適應新的環境，以免在競爭激烈的職場中落後。,adv,急於成功 / 急於學習 / 急於得到 / 急於解決 / 急於進步 / 急於表現 / 急於適應 / 急於瞭解 / 急於改變 / 急於回應
1314,,急躁,Eager or anxious to do something; having a strong desire to act quickly.,急於指的是迫切希望或急切想要做某件事，通常帶有強烈的想要達成某個目標的心情。,她急於找到答案，於是沉迷於研究那些學術文章。 / 面對即將來臨的考試，他急於複習所有的內容，以免忘記重點。 / 老闆急於提升業績，因此要求團隊加班處理客戶的需求。 / 在父母的期待下，他感到急於證明自己的能力。 / 她急於與朋友分享這個好消息，幾乎是立即發了訊息。 / 他急於表現自己的才能，卻常常忽略了團隊合作的重要性。 / 因為工作壓力大，主管急於尋找解決方案，以減輕團隊的負擔。 / 在產品發布之前，技術團隊急於修正所有的錯誤，以確保品質。 / 她急於了解這個新興市場的動態，以便能夠迅速作出商業決策。 / 由於對未來的不安，他急於制定計劃，希望能夠掌控自己的生活。 / 他急於適應新的環境，以免在競爭激烈的職場中落後。,adv,急於成功 / 急於學習 / 急於得到 / 急於解決 / 急於進步 / 急於表現 / 急於適應 / 急於瞭解 / 急於改變 / 急於回應
1315,,及早,Eager or anxious to do something; having a strong desire to act quickly.,急於指的是迫切希望或急切想要做某件事，通常帶有強烈的想要達成某個目標的心情。,她急於找到答案，於是沉迷於研究那些學術文章。 / 面對即將來臨的考試，他急於複習所有的內容，以免忘記重點。 / 老闆急於提升業績，因此要求團隊加班處理客戶的需求。 / 在父母的期待下，他感到急於證明自己的能力。 / 她急於與朋友分享這個好消息，幾乎是立即發了訊息。 / 他急於表現自己的才能，卻常常忽略了團隊合作的重要性。 / 因為工作壓力大，主管急於尋找解決方案，以減輕團隊的負擔。 / 在產品發布之前，技術團隊急於修正所有的錯誤，以確保品質。 / 她急於了解這個新興市場的動態，以便能夠迅速作出商業決策。 / 由於對未來的不安，他急於制定計劃，希望能夠掌控自己的生活。 / 他急於適應新的環境，以免在競爭激烈的職場中落後。,adv,急於成功 / 急於學習 / 急於得到 / 急於解決 / 急於進步 / 急於表現 / 急於適應 / 急於瞭解 / 急於改變 / 急於回應
1316,,極致,Eager or anxious to do something; having a strong desire to act quickly.,急於指的是迫切希望或急切想要做某件事，通常帶有強烈的想要達成某個目標的心情。,她急於找到答案，於是沉迷於研究那些學術文章。 / 面對即將來臨的考試，他急於複習所有的內容，以免忘記重點。 / 老闆急於提升業績，因此要求團隊加班處理客戶的需求。 / 在父母的期待下，他感到急於證明自己的能力。 / 她急於與朋友分享這個好消息，幾乎是立即發了訊息。 / 他急於表現自己的才能，卻常常忽略了團隊合作的重要性。 / 因為工作壓力大，主管急於尋找解決方案，以減輕團隊的負擔。 / 在產品發布之前，技術團隊急於修正所有的錯誤，以確保品質。 / 她急於了解這個新興市場的動態，以便能夠迅速作出商業決策。 / 由於對未來的不安，他急於制定計劃，希望能夠掌控自己的生活。 / 他急於適應新的環境，以免在競爭激烈的職場中落後。,adv,急於成功 / 急於學習 / 急於得到 / 急於解決 / 急於進步 / 急於表現 / 急於適應 / 急於瞭解 / 急於改變 / 急於回應
1317,,機制,Eager or anxious to do something; having a strong desire to act quickly.,急於指的是迫切希望或急切想要做某件事，通常帶有強烈的想要達成某個目標的心情。,她急於找到答案，於是沉迷於研究那些學術文章。 / 面對即將來臨的考試，他急於複習所有的內容，以免忘記重點。 / 老闆急於提升業績，因此要求團隊加班處理客戶的需求。 / 在父母的期待下，他感到急於證明自己的能力。 / 她急於與朋友分享這個好消息，幾乎是立即發了訊息。 / 他急於表現自己的才能，卻常常忽略了團隊合作的重要性。 / 因為工作壓力大，主管急於尋找解決方案，以減輕團隊的負擔。 / 在產品發布之前，技術團隊急於修正所有的錯誤，以確保品質。 / 她急於了解這個新興市場的動態，以便能夠迅速作出商業決策。 / 由於對未來的不安，他急於制定計劃，希望能夠掌控自己的生活。 / 他急於適應新的環境，以免在競爭激烈的職場中落後。,adv,急於成功 / 急於學習 / 急於得到 / 急於解決 / 急於進步 / 急於表現 / 急於適應 / 急於瞭解 / 急於改變 / 急於回應
1318,,機智,Eager or anxious to do something; having a strong desire to act quickly.,急於指的是迫切希望或急切想要做某件事，通常帶有強烈的想要達成某個目標的心情。,她急於找到答案，於是沉迷於研究那些學術文章。 / 面對即將來臨的考試，他急於複習所有的內容，以免忘記重點。 / 老闆急於提升業績，因此要求團隊加班處理客戶的需求。 / 在父母的期待下，他感到急於證明自己的能力。 / 她急於與朋友分享這個好消息，幾乎是立即發了訊息。 / 他急於表現自己的才能，卻常常忽略了團隊合作的重要性。 / 因為工作壓力大，主管急於尋找解決方案，以減輕團隊的負擔。 / 在產品發布之前，技術團隊急於修正所有的錯誤，以確保品質。 / 她急於了解這個新興市場的動態，以便能夠迅速作出商業決策。 / 由於對未來的不安，他急於制定計劃，希望能夠掌控自己的生活。 / 他急於適應新的環境，以免在競爭激烈的職場中落後。,adv,急於成功 / 急於學習 / 急於得到 / 急於解決 / 急於進步 / 急於表現 / 急於適應 / 急於瞭解 / 急於改變 / 急於回應
1319,,脊椎,Eager or anxious to do something; having a strong desire to act quickly.,急於指的是迫切希望或急切想要做某件事，通常帶有強烈的想要達成某個目標的心情。,她急於找到答案，於是沉迷於研究那些學術文章。 / 面對即將來臨的考試，他急於複習所有的內容，以免忘記重點。 / 老闆急於提升業績，因此要求團隊加班處理客戶的需求。 / 在父母的期待下，他感到急於證明自己的能力。 / 她急於與朋友分享這個好消息，幾乎是立即發了訊息。 / 他急於表現自己的才能，卻常常忽略了團隊合作的重要性。 / 因為工作壓力大，主管急於尋找解決方案，以減輕團隊的負擔。 / 在產品發布之前，技術團隊急於修正所有的錯誤，以確保品質。 / 她急於了解這個新興市場的動態，以便能夠迅速作出商業決策。 / 由於對未來的不安，他急於制定計劃，希望能夠掌控自己的生活。 / 他急於適應新的環境，以免在競爭激烈的職場中落後。,adv,急於成功 / 急於學習 / 急於得到 / 急於解決 / 急於進步 / 急於表現 / 急於適應 / 急於瞭解 / 急於改變 / 急於回應
1320,,甲,Eager or anxious to do something; having a strong desire to act quickly.,急於指的是迫切希望或急切想要做某件事，通常帶有強烈的想要達成某個目標的心情。,她急於找到答案，於是沉迷於研究那些學術文章。 / 面對即將來臨的考試，他急於複習所有的內容，以免忘記重點。 / 老闆急於提升業績，因此要求團隊加班處理客戶的需求。 / 在父母的期待下，他感到急於證明自己的能力。 / 她急於與朋友分享這個好消息，幾乎是立即發了訊息。 / 他急於表現自己的才能，卻常常忽略了團隊合作的重要性。 / 因為工作壓力大，主管急於尋找解決方案，以減輕團隊的負擔。 / 在產品發布之前，技術團隊急於修正所有的錯誤，以確保品質。 / 她急於了解這個新興市場的動態，以便能夠迅速作出商業決策。 / 由於對未來的不安，他急於制定計劃，希望能夠掌控自己的生活。 / 他急於適應新的環境，以免在競爭激烈的職場中落後。,adv,急於成功 / 急於學習 / 急於得到 / 急於解決 / 急於進步 / 急於表現 / 急於適應 / 急於瞭解 / 急於改變 / 急於回應
1320,,甲,,,,,
1320,,甲,,,,,
1320,,甲,,,,,
1320,,甲,,,,,
1321,,甲板,Eager or anxious to do something; having a strong desire to act quickly.,急於指的是迫切希望或急切想要做某件事，通常帶有強烈的想要達成某個目標的心情。,她急於找到答案，於是沉迷於研究那些學術文章。 / 面對即將來臨的考試，他急於複習所有的內容，以免忘記重點。 / 老闆急於提升業績，因此要求團隊加班處理客戶的需求。 / 在父母的期待下，他感到急於證明自己的能力。 / 她急於與朋友分享這個好消息，幾乎是立即發了訊息。 / 他急於表現自己的才能，卻常常忽略了團隊合作的重要性。 / 因為工作壓力大，主管急於尋找解決方案，以減輕團隊的負擔。 / 在產品發布之前，技術團隊急於修正所有的錯誤，以確保品質。 / 她急於了解這個新興市場的動態，以便能夠迅速作出商業決策。 / 由於對未來的不安，他急於制定計劃，希望能夠掌控自己的生活。 / 他急於適應新的環境，以免在競爭激烈的職場中落後。,adv,急於成功 / 急於學習 / 急於得到 / 急於解決 / 急於進步 / 急於表現 / 急於適應 / 急於瞭解 / 急於改變 / 急於回應
1322,,家產,Eager or anxious to do something; having a strong desire to act quickly.,急於指的是迫切希望或急切想要做某件事，通常帶有強烈的想要達成某個目標的心情。,她急於找到答案，於是沉迷於研究那些學術文章。 / 面對即將來臨的考試，他急於複習所有的內容，以免忘記重點。 / 老闆急於提升業績，因此要求團隊加班處理客戶的需求。 / 在父母的期待下，他感到急於證明自己的能力。 / 她急於與朋友分享這個好消息，幾乎是立即發了訊息。 / 他急於表現自己的才能，卻常常忽略了團隊合作的重要性。 / 因為工作壓力大，主管急於尋找解決方案，以減輕團隊的負擔。 / 在產品發布之前，技術團隊急於修正所有的錯誤，以確保品質。 / 她急於了解這個新興市場的動態，以便能夠迅速作出商業決策。 / 由於對未來的不安，他急於制定計劃，希望能夠掌控自己的生活。 / 他急於適應新的環境，以免在競爭激烈的職場中落後。,adv,急於成功 / 急於學習 / 急於得到 / 急於解決 / 急於進步 / 急於表現 / 急於適應 / 急於瞭解 / 急於改變 / 急於回應
1323,如果。[例]假定明天下雨，這次的旅遊就延期舉行。,假定,To assume or suppose; to take for granted.,如果某種情況成立，則會產生某種結果。,假定這個實驗的數據正確，我們就能得出明確的結論。 / 假定今天的會議不取消，我們將討論這個項目的未來計畫。 / 假定每個人都能貢獻自己的力量，社區的環境一定會改善。 / 假定明天的天氣良好，我們計畫出去遠足。 / 假定你是這個項目的負責人，你會如何處理遇到的問題？ / 假定這份報告的數據可靠，我們就能支持這項新的政策提案。 / 假定最近的市場調查結果準確，我們的銷售策略需要重新制定。 / 假定所有參與者都能準時到達，活動將按計劃進行。 / 假定這門課程的教學質量保持不變，學生的學習效果會顯著提升。 / 假定這次合作能夠順利進行，我們期待未來的更大成果。 / 假定這些資料的來源可信，我們就能更好地理解這個問題的本質。,vs-t,假定你是 / 假定情況下 / 假定今天 / 假定明天 / 假定這個情況 / 假定有意義 / 假定合理 / 假定條件 / 假定結果 / 假定正確
1323,科學研究上對尚待證明之客觀事物的假設。[例]他這項假定挑戰了以往學術界的認知，引發了熱烈討論。,假定,A hypothesis; an assumption made in scientific research that is yet to be proven.,在科學研究中，對尚待證明的客觀事物所做的假設。,在這次會議當中，經濟學家提出的假定讓與會者都感到非常驚訝。 / 假定所有的數據都是準確的，這項研究將得出可靠的結論。 / 假定他的理論成立，那麼我們對這個現象的理解將會有所改變。 / 科學家在實驗中提出的假定，將引領後續的研究工作。 / 如果假定這些條件成立，則模型的預測結果可能會變得更加精確。 / 根據假定模型，我們可以預測未來的經濟趨勢。 / 他的假定引發了學術界對於傳統觀點的激烈辯論。 / 假定這項技術得以實施，它將對行業產生革命性的影響。 / 在研究報告中，假定的前提條件為實驗結果提供了重要的參考依據。 / 假定我們能夠獲得更多的數據，則分析結果將更加全面和深入。 / 假定這個假設得到證實，將會改變我們對該領域的基本認識。,vs-t/N,假定模型 / 假定理論 / 假定前提 / 假定參數 / 假定基礎 / 假定假設 / 假定範圍 / 假定分析 / 假定結果 / 假定解釋
1324,如果。[例]假定明天下雨，這次的旅遊就延期舉行。,加緊,To assume or suppose; to take for granted.,如果某種情況成立，則會產生某種結果。,假定這個實驗的數據正確，我們就能得出明確的結論。 / 假定今天的會議不取消，我們將討論這個項目的未來計畫。 / 假定每個人都能貢獻自己的力量，社區的環境一定會改善。 / 假定明天的天氣良好，我們計畫出去遠足。 / 假定你是這個項目的負責人，你會如何處理遇到的問題？ / 假定這份報告的數據可靠，我們就能支持這項新的政策提案。 / 假定最近的市場調查結果準確，我們的銷售策略需要重新制定。 / 假定所有參與者都能準時到達，活動將按計劃進行。 / 假定這門課程的教學質量保持不變，學生的學習效果會顯著提升。 / 假定這次合作能夠順利進行，我們期待未來的更大成果。 / 假定這些資料的來源可信，我們就能更好地理解這個問題的本質。,vs-t,假定你是 / 假定情況下 / 假定今天 / 假定明天 / 假定這個情況 / 假定有意義 / 假定合理 / 假定條件 / 假定結果 / 假定正確
